Time,RPM
135.324,13742
135.344,13847
135.364,13818
135.384,13811
135.412,13807
135.432,13786
135.452,13787
135.472,13811
135.492,13838
135.512,13842
135.532,13835
135.552,13853
135.572,13871
135.592,13890
135.612,13939
135.632,8343
135.652,9298
135.672,3531
135.692,3543
135.71,4014
135.73,13912
135.75,7943
135.77,13892
135.79,13807
135.809,13919
135.829,13927
135.849,7010
135.869,6943
135.889,13926
135.913,13884
135.933,13892
135.953,13868
135.973,13951
135.993,13959
136.008,13875
136.028,11674
136.048,10414
136.068,14040
136.088,13957
136.111,13873
136.131,14096
136.151,6968
136.171,6959
136.191,5950
136.21,6949
136.23,11170
136.25,8330
136.27,6980
136.29,8369
136.309,6951
136.329,8358
136.349,8329
136.369,10486
136.389,9267
136.412,5962
136.432,6967
136.452,8386
136.472,6942
136.492,6939
136.503,6964
136.523,5964
136.543,7002
136.563,8368
136.583,6957
136.606,6970
136.626,6964
136.646,6972
136.666,7969
136.686,13963
136.71,10421
136.73,8416
136.75,7032
136.77,7050
136.79,6992
136.812,5958
136.832,6954
136.852,8330
136.872,10463
136.892,9301
136.912,7937
136.932,11187
136.952,10408
136.972,11135
136.992,8390
137.011,6946
137.031,11188
137.051,9282
137.071,6946
137.091,13963
137.11,13929
137.13,13959
137.15,8358
137.17,10484
137.19,6986
137.213,6949
137.233,10422
137.253,13923
137.273,13966
137.293,11112
137.312,13874
137.332,13888
137.352,13896
137.372,13948
137.392,10438
137.411,11158
137.431,11047
137.451,14029
137.471,13835
137.491,13824
137.511,13908
137.531,13911
137.551,8345
137.571,13815
137.591,13821
137.61,13816
137.63,13767
137.65,13713
137.67,13765
137.69,13902
137.71,13913
137.73,11128
137.75,13848
137.77,13840
137.79,13770
137.81,13635
137.83,13555
137.85,13530
137.87,13443
137.89,13453
137.913,13480
137.933,13447
137.953,13397
137.973,13433
137.993,13317
138.011,13210
138.031,13032
138.051,12859
138.071,12767
138.091,12677
138.11,12649
138.13,12925
138.15,13208
138.17,13249
138.19,13186
138.21,13115
138.23,13020
138.25,13012
138.27,13179
138.29,13447
138.31,13638
138.33,13297
138.35,13080
138.37,13021
138.39,12967
138.411,13052
138.431,13294
138.451,13385
138.471,13157
138.491,13079
138.511,13079
138.531,13061
138.551,13012
138.571,12970
138.591,12988
138.612,13001
138.632,12981
138.652,13009
138.672,13158
138.692,13282
138.713,13252
138.733,13204
138.753,13133
138.773,13075
138.793,13042
138.809,13023
138.829,13031
138.849,13084
138.869,13098
138.889,13142
138.91,13149
138.93,13106
138.95,13116
138.97,13133
138.99,13271
139.01,13320
139.03,13284
139.05,13294
139.07,13231
139.09,13227
139.109,13271
139.129,13245
139.149,13196
139.169,13158
139.189,13118
139.21,13113
139.23,13078
139.25,13082
139.27,13095
139.29,13094
139.311,13091
139.331,13087
139.351,13078
139.371,13094
139.391,13158
139.411,13205
139.431,13211
139.451,13196
139.471,13172
139.491,13180
139.511,13200
139.531,13207
139.551,13240
139.571,13285
139.591,13284
139.611,13280
139.631,13279
139.651,13289
139.671,13285
139.691,13293
139.71,13334
139.73,13363
139.75,13339
139.77,13370
139.79,13381
139.813,13349
139.833,13359
139.853,13404
139.873,13434
139.893,13423
139.912,13421
139.932,13443
139.952,13457
139.972,13477
139.992,13487
140.01,13483
140.03,13503
140.05,13507
140.07,13515
140.09,13527
140.112,13545
140.132,13579
140.152,13626
140.172,13623
140.192,13639
140.213,13702
140.233,13629
140.253,13625
140.273,13624
140.293,13629
140.31,13675
140.33,13742
140.35,13748
140.37,13717
140.39,13692
140.41,13718
140.43,13743
140.45,13732
140.47,13748
140.49,13751
140.511,13776
140.531,13818
140.551,13876
140.571,13864
140.591,13852
140.61,13863
140.63,13851
140.65,13844
140.67,13872
140.69,13885
140.71,13884
140.73,13911
140.75,13909
140.77,13877
140.79,13768
