Time,ECEF_position_Y
187.549,950053.32
187.666,950053.5
187.799,950053.76
187.916,950053.95
188.048,950054.15
188.166,950054.42
188.298,950054.75
188.416,950055.14
188.548,950055.59
188.666,950056.17
188.798,950056.84
188.916,950057.62
189.048,950058.47
189.173,950059.34
189.298,950060.21
189.416,950061.09
189.548,950062.06
189.666,950063.26
189.798,950064.56
189.916,950066.12
190.048,950067.87
190.166,950069.75
190.298,950071.86
190.416,950074.21
190.548,950076.71
190.666,950079.33
190.798,950082.2
190.916,950085.12
191.048,950088.18
191.166,950091.34
191.298,950094.7
191.416,950098.22
191.548,950101.64
191.666,950105.1
191.798,950108.63
191.916,950112.19
192.048,950115.8
192.166,950119.42
192.298,950123.07
192.416,950126.75
192.548,950130.47
192.666,950134.21
192.798,950137.99
192.916,950141.79
193.048,950145.61
193.166,950149.47
193.298,950153.32
193.416,950157.21
193.548,950161.11
193.666,950165
193.798,950168.89
193.916,950172.79
194.048,950176.64
194.166,950180.46
194.298,950184.21
194.416,950187.86
194.548,950191.39
194.666,950194.76
194.798,950197.91
194.916,950200.87
195.048,950203.61
195.166,950206.06
195.298,950208.37
195.416,950210.36
195.548,950212.02
195.666,950213.42
195.798,950214.61
195.916,950215.4
196.048,950216.03
196.166,950216.31
196.298,950216.24
196.416,950216
196.548,950215.27
196.666,950214.37
196.798,950213.09
196.916,950211.63
197.048,950209.94
197.166,950208.06
197.298,950205.88
197.416,950203.51
197.548,950201.01
197.666,950198.39
197.798,950195.64
197.916,950192.91
198.048,950190.02
198.166,950187.15
198.298,950184.14
198.416,950181.17
198.547,950178.26
198.666,950175.37
198.797,950172.55
198.916,950169.77
199.047,950167.08
199.166,950164.48
199.297,950161.93
199.416,950159.4
199.547,950156.85
199.666,950154.26
199.797,950151.57
199.916,950148.74
200.047,950145.78
200.166,950142.71
200.297,950139.52
200.416,950136.37
200.547,950133.25
200.666,950130.16
200.797,950127.1
200.916,950124.11
201.047,950121.21
201.166,950118.44
201.297,950115.66
201.416,950113.08
201.547,950110.64
201.666,950108.38
201.797,950106.29
201.916,950104.35
202.047,950102.57
202.166,950101.04
202.297,950099.76
202.416,950098.63
202.547,950097.84
202.666,950097.26
202.797,950097.03
202.916,950096.97
203.047,950097
203.166,950097.11
203.297,950097.12
203.416,950097.15
203.547,950097.1
203.666,950096.98
203.797,950096.71
203.916,950096.42
204.047,950095.72
204.166,950094.87
204.297,950093.8
204.416,950092.61
204.547,950091.26
204.666,950089.74
204.797,950088.18
204.916,950086.59
205.047,950085.09
205.166,950083.71
205.297,950082.41
205.416,950081.16
205.547,950080.01
205.666,950078.92
205.797,950077.93
205.916,950077.03
206.047,950076.27
206.166,950075.68
206.297,950075.24
206.416,950074.99
206.547,950074.86
206.666,950074.98
206.797,950075.25
206.916,950075.73
207.047,950076.41
207.166,950077.23
207.297,950078.22
207.416,950079.46
207.547,950080.82
207.666,950082.47
207.797,950084.23
207.916,950086.06
208.047,950088.07
208.166,950090.08
208.297,950092.04
208.416,950094
208.547,950095.9
208.666,950097.71
208.797,950099.42
208.916,950101.05
209.047,950102.52
209.166,950103.85
209.296,950105.03
209.416,950106.08
209.546,950106.98
209.666,950107.74
209.796,950108.29
209.916,950108.73
210.046,950109.03
210.166,950109.13
210.296,950109.12
210.416,950109.01
210.546,950108.89
210.666,950108.76
210.796,950108.61
210.916,950108.52
211.046,950108.53
211.166,950108.7
211.296,950109
211.416,950109.53
211.546,950110.16
211.666,950110.94
211.796,950111.91
211.916,950113.01
212.046,950114.25
212.166,950115.67
212.296,950117.34
212.416,950119.19
212.546,950121.18
212.666,950123.43
212.796,950125.74
212.916,950128.2
213.046,950130.83
213.166,950133.53
213.296,950136.39
213.416,950139.26
213.546,950142.2
213.666,950145.21
213.796,950148.2
213.916,950151.21
214.046,950154.22
214.166,950157.2
214.296,950160.07
214.416,950162.93
214.546,950165.73
214.666,950168.47
214.796,950171.15
214.916,950173.75
215.046,950176.29
215.166,950178.7
215.296,950181.1
215.416,950183.49
215.546,950185.84
215.666,950188.15
215.796,950190.44
215.916,950192.6
216.046,950194.69
216.166,950196.63
216.296,950198.41
216.416,950200.05
216.546,950201.53
216.666,950202.86
216.796,950203.98
216.916,950204.87
217.046,950205.55
217.166,950205.97
217.296,950206.21
217.416,950206.1
217.546,950205.79
217.666,950205.34
217.796,950204.67
217.916,950203.7
218.046,950202.51
218.166,950201.27
218.296,950199.76
218.416,950198.14
218.546,950196.24
218.666,950194.36
218.796,950192.47
218.916,950190.53
219.046,950188.53
219.166,950186.58
219.296,950184.72
219.416,950182.91
219.546,950181.19
219.666,950179.58
219.796,950178.12
219.916,950176.76
220.045,950175.55
220.166,950174.5
220.295,950173.4
220.416,950172.19
220.545,950170.93
220.666,950169.52
220.795,950168.06
220.916,950166.45
221.045,950164.75
221.166,950163.01
221.295,950161.23
221.416,950159.46
221.545,950157.66
221.666,950155.8
221.795,950153.87
221.916,950151.94
222.045,950150.06
222.166,950148.24
222.295,950146.67
222.416,950145.17
222.545,950143.86
222.666,950142.76
222.795,950141.78
222.916,950140.94
223.045,950140.2
223.166,950139.55
223.295,950139
223.416,950138.57
223.545,950138.22
223.666,950138.05
223.795,950138
223.916,950138.19
224.045,950138.64
224.166,950139.39
224.295,950140.39
224.416,950141.66
224.545,950143.21
224.666,950145
224.795,950147.07
224.916,950149.4
225.045,950151.98
225.166,950154.61
