Time,ECEF_position_Y
225.295,950157.51
225.416,950160.37
225.545,950163.4
225.666,950166.53
225.795,950169.72
225.916,950172.83
226.045,950175.8
226.166,950178.65
226.295,950181.35
226.416,950183.9
226.545,950186.27
226.666,950188.45
226.795,950190.44
226.916,950192.14
227.045,950193.46
227.166,950194.57
227.295,950195.41
227.416,950195.97
227.545,950196.25
227.666,950196.18
227.795,950195.8
227.916,950195.18
228.045,950194.21
228.166,950193.06
228.295,950191.67
228.416,950190.07
228.545,950188.17
228.666,950186.24
228.795,950184.15
228.916,950181.92
229.045,950179.62
229.166,950177.23
229.295,950174.77
229.416,950172.25
229.545,950169.72
229.666,950167.16
229.795,950164.6
229.916,950162.02
230.045,950159.43
230.166,950156.84
230.295,950154.17
230.416,950151.47
230.545,950148.67
230.666,950145.79
230.794,950142.81
230.916,950139.76
231.044,950136.6
231.166,950133.36
231.294,950130.06
231.416,950126.71
231.544,950123.35
231.666,950119.97
231.794,950116.61
231.916,950113.27
232.044,950110.08
232.166,950106.85
232.294,950103.67
232.416,950100.5
232.544,950097.29
232.666,950094.11
232.794,950090.97
232.916,950087.87
233.044,950084.85
233.166,950081.76
233.294,950078.82
233.416,950075.9
233.544,950072.97
233.666,950070.11
233.794,950067.34
233.916,950064.62
234.044,950062.09
234.166,950059.73
234.294,950057.52
234.416,950055.54
234.544,950053.7
234.666,950052.2
234.794,950050.81
234.916,950049.76
235.044,950048.95
235.166,950048.38
235.294,950048.03
235.416,950047.86
235.544,950047.8
235.666,950047.92
235.794,950048.12
235.916,950048.37
236.044,950048.62
236.166,950048.86
236.294,950049.11
236.416,950049.37
236.544,950049.62
236.666,950049.84
236.794,950050.08
236.916,950050.31
237.044,950050.55
237.166,950050.78
237.294,950051.03
237.416,950051.27
237.544,950051.51
237.666,950051.75
237.794,950051.96
237.916,950052.19
238.044,950052.37
238.166,950052.57
238.294,950052.74
