Time,ECEF_position_X
187.549,4412890.43
187.666,4412887.48
187.799,4412884.52
187.916,4412881.56
188.048,4412878.61
188.166,4412875.68
188.298,4412872.87
188.416,4412870.14
188.548,4412867.47
188.666,4412864.83
188.798,4412862.08
188.916,4412859.41
189.048,4412857.03
189.173,4412854.54
189.298,4412852.17
189.416,4412849.88
189.548,4412847.61
189.666,4412845.3
189.798,4412843.05
189.916,4412840.8
190.048,4412838.68
190.166,4412836.51
190.298,4412834.45
190.416,4412832.5
190.548,4412830.62
190.666,4412828.95
190.798,4412827.4
190.916,4412825.93
191.048,4412824.62
191.166,4412823.38
191.298,4412822.5
191.416,4412821.87
191.548,4412821.07
191.666,4412820.35
191.798,4412819.73
191.916,4412819.16
192.048,4412818.67
192.166,4412818.2
192.298,4412817.75
192.416,4412817.34
192.548,4412817
192.666,4412816.68
192.798,4412816.4
192.916,4412816.08
193.048,4412815.81
193.166,4412815.59
193.298,4412815.38
193.416,4412815.25
193.548,4412815.21
193.666,4412815.25
193.798,4412815.38
193.916,4412815.52
194.048,4412815.79
194.166,4412816.19
194.298,4412816.74
194.416,4412817.46
194.548,4412818.3
194.666,4412819.37
194.798,4412820.52
194.916,4412821.74
195.048,4412823.06
195.166,4412824.4
195.298,4412825.88
195.416,4412827.44
195.548,4412829.16
195.666,4412830.94
195.798,4412832.69
195.916,4412834.54
196.048,4412836.37
196.166,4412838.36
196.298,4412840.29
196.416,4412842.17
196.548,4412844.06
196.666,4412845.84
196.798,4412847.46
196.916,4412849.04
197.048,4412850.7
197.166,4412852.22
197.298,4412853.48
197.416,4412854.64
197.548,4412855.69
197.666,4412856.58
197.798,4412857.25
197.916,4412857.82
198.048,4412858.06
198.166,4412858.13
198.298,4412857.86
198.416,4412857.43
198.547,4412857.02
198.666,4412856.4
198.797,4412855.64
198.916,4412854.69
199.047,4412853.58
199.166,4412852.38
199.297,4412851.04
199.416,4412849.66
199.547,4412848.25
199.666,4412846.84
199.797,4412845.48
199.916,4412844.18
200.047,4412842.99
200.166,4412841.98
200.297,4412841.18
200.416,4412840.52
200.547,4412839.99
200.666,4412839.81
200.797,4412839.63
200.916,4412839.71
201.047,4412839.95
