Time,ECEF_position_X
201.166,4412840.43
201.297,4412840.98
201.416,4412841.78
201.547,4412842.73
201.666,4412843.8
201.797,4412845.04
201.916,4412846.52
202.047,4412848.06
202.166,4412849.77
202.297,4412851.74
202.416,4412853.72
202.547,4412855.81
202.666,4412857.95
202.797,4412860.17
202.916,4412862.42
203.047,4412864.7
203.166,4412867.05
203.297,4412869.35
203.416,4412871.65
203.547,4412873.97
203.666,4412876.38
203.797,4412878.8
203.916,4412881.28
204.047,4412883.64
204.166,4412886.15
204.297,4412888.66
204.416,4412891.19
204.547,4412893.67
204.666,4412896.14
204.797,4412898.65
204.916,4412901.16
205.047,4412903.74
205.166,4412906.38
205.297,4412909.05
205.416,4412911.68
205.547,4412914.21
205.666,4412916.64
205.797,4412919
205.916,4412921.24
206.047,4412923.46
206.166,4412925.59
206.297,4412927.66
206.416,4412929.62
206.547,4412931.52
206.666,4412933.33
206.797,4412935.04
206.916,4412936.64
207.047,4412938.08
207.166,4412939.36
207.297,4412940.52
207.416,4412941.52
207.547,4412942.29
207.666,4412942.85
207.797,4412943.23
207.916,4412943.47
208.047,4412943.46
208.166,4412943.11
208.297,4412942.6
208.416,4412941.91
208.547,4412940.96
208.666,4412939.93
208.797,4412938.74
208.916,4412937.47
209.047,4412936.06
209.166,4412934.48
209.296,4412932.78
209.416,4412930.94
209.546,4412929.1
209.666,4412927.15
209.796,4412925.13
209.916,4412923.06
210.046,4412920.91
210.166,4412918.71
210.296,4412916.51
210.416,4412914.21
210.546,4412911.95
210.666,4412909.64
210.796,4412907.3
210.916,4412904.94
211.046,4412902.51
211.166,4412900.07
211.296,4412897.69
211.416,4412895.3
211.546,4412892.98
211.666,4412890.72
211.796,4412888.5
211.916,4412886.34
212.046,4412884.34
212.166,4412882.51
212.296,4412880.77
212.416,4412879.12
212.546,4412877.55
212.666,4412876.12
212.796,4412874.81
212.916,4412873.69
213.046,4412872.71
213.166,4412871.88
213.296,4412871.24
213.416,4412870.8
213.546,4412870.5
213.666,4412870.51
213.796,4412870.69
213.916,4412870.98
214.046,4412871.47
214.166,4412872.07
214.296,4412872.88
214.416,4412873.78
214.546,4412874.81
214.666,4412875.95
214.796,4412877.17
214.916,4412878.56
215.046,4412880.03
215.166,4412881.64
215.296,4412883.29
215.416,4412884.95
215.546,4412886.68
215.666,4412888.48
215.796,4412890.32
215.916,4412892.06
216.046,4412893.73
216.166,4412895.4
216.296,4412897.06
216.416,4412898.66
216.546,4412900.32
216.666,4412901.97
216.796,4412903.63
216.916,4412905.34
217.046,4412907.04
217.166,4412908.7
217.296,4412910.37
217.416,4412911.97
217.546,4412913.49
217.666,4412914.95
217.796,4412916.35
217.916,4412917.68
218.046,4412918.83
218.166,4412919.88
218.296,4412920.93
218.416,4412921.81
218.546,4412922.29
218.666,4412922.73
218.796,4412923.09
218.916,4412923.18
219.046,4412922.84
219.166,4412922.35
219.296,4412921.88
219.416,4412921.27
219.546,4412920.44
219.666,4412919.47
219.796,4412918.35
219.916,4412917.11
220.045,4412915.7
220.166,4412914.2
220.295,4412912.6
220.416,4412911.05
220.545,4412909.62
220.666,4412908.34
220.795,4412907.16
220.916,4412906.22
221.045,4412905.43
221.166,4412904.88
221.295,4412904.37
221.416,4412904.17
221.545,4412904.21
221.666,4412904.41
221.795,4412904.88
221.916,4412905.52
222.045,4412906.28
222.166,4412907.24
222.295,4412908.41
222.416,4412909.69
222.545,4412911.09
222.666,4412912.69
222.795,4412914.29
222.916,4412915.97
223.045,4412917.67
223.166,4412919.46
223.295,4412921.32
223.416,4412923.25
223.545,4412925.17
223.666,4412927.16
223.795,4412929.2
223.916,4412931.19
224.045,4412933.17
224.166,4412935.15
224.295,4412937.08
224.416,4412938.93
224.545,4412940.71
224.666,4412942.29
224.795,4412943.77
224.916,4412945.07
225.045,4412946.06
225.166,4412946.99
225.295,4412947.48
225.416,4412948.01
225.545,4412948.24
225.666,4412948.3
225.795,4412948.28
225.916,4412948.27
226.045,4412948.27
226.166,4412948.36
226.295,4412948.61
226.416,4412948.88
226.545,4412949.38
226.666,4412950.01
226.795,4412950.69
226.916,4412951.52
227.045,4412952.56
227.166,4412953.68
227.295,4412954.86
227.416,4412956.07
227.545,4412957.38
227.666,4412958.79
227.795,4412960.23
227.916,4412961.66
228.045,4412963.04
228.166,4412964.41
228.295,4412965.69
228.416,4412966.85
228.545,4412967.87
228.666,4412968.76
228.795,4412969.54
228.916,4412970.16
229.045,4412970.68
229.166,4412971.03
229.295,4412971.23
229.416,4412971.18
229.545,4412971.02
229.666,4412970.75
229.795,4412970.34
229.916,4412969.79
230.045,4412969.13
230.166,4412968.38
230.295,4412967.59
230.416,4412966.79
230.545,4412966
230.666,4412965.27
230.794,4412964.56
230.916,4412964.07
231.044,4412963.6
231.166,4412963.37
231.294,4412963.3
231.416,4412963.41
231.544,4412963.65
231.666,4412964.12
231.794,4412964.72
231.916,4412965.52
232.044,4412966.55
232.166,4412967.57
232.294,4412968.76
232.416,4412969.98
232.544,4412971.3
232.666,4412972.66
232.794,4412973.89
232.916,4412974.94
233.044,4412975.86
233.166,4412976.51
233.294,4412977.09
233.416,4412977.36
233.544,4412977.33
233.666,4412977.27
233.794,4412976.83
233.916,4412976.37
234.044,4412975.61
234.166,4412974.65
234.294,4412973.5
234.416,4412972.2
234.544,4412970.76
234.666,4412969.2
234.794,4412967.53
234.916,4412965.65
235.044,4412963.67
235.166,4412961.44
235.294,4412959.16
235.416,4412956.81
235.544,4412954.48
235.666,4412952.02
235.794,4412949.58
235.916,4412947.08
236.044,4412944.73
236.166,4412942.24
236.294,4412939.71
236.416,4412937.25
236.544,4412934.68
236.666,4412932.08
236.794,4412929.43
236.916,4412926.8
237.044,4412924.15
237.166,4412921.46
237.294,4412918.74
237.416,4412916.02
237.544,4412913.28
237.666,4412910.49
237.794,4412907.72
237.916,4412904.89
238.044,4412902.06
238.166,4412899.21
238.294,4412896.33
