Time,GPS_Heading
439.6,11.6456527709961
439.7,11.4900283813477
439.8,11.5440168380737
439.9,11.6504545211792
440,11.2925119400024
440.1,11.3494215011597
440.2,11.4951667785645
440.3,11.718955039978
440.4,12.0751800537109
440.5,12.8171739578247
440.6,13.530553817749
440.7,14.2170305252075
440.8,14.9865055084229
440.9,15.9587411880493
441,17.6418933868408
441.1,19.7705574035645
441.2,22.3780784606934
441.3,25.2225761413574
441.4,27.7622623443604
441.5,30.4173126220703
441.6,33.4921646118164
441.7,36.3485298156738
441.8,39.0593795776367
441.9,42.0671043395996
442,45.156925201416
442.1,48.4168319702148
442.2,51.9159393310547
442.3,55.4003715515137
442.4,58.4548606872559
442.5,61.476375579834
442.6,64.3629608154297
442.7,67.4731063842773
442.8,70.8057174682617
442.9,74.0863418579102
443,78.2243347167969
443.1,81.2241821289062
443.2,84.1222229003906
443.3,87.2027206420898
443.4,90.4141845703125
443.5,92.9525985717773
443.6,95.050178527832
443.7,97.0758285522461
443.8,98.7260971069336
443.9,99.6243515014648
444,101.08341217041
444.1,101.752861022949
444.2,102.349380493164
444.3,102.897552490234
444.4,103.202583312988
444.5,103.614669799805
444.6,103.866470336914
444.7,104.171264648438
444.8,104.653923034668
444.9,105.328552246094
445,106.249008178711
445.1,107.188629150391
445.2,108.198341369629
445.3,109.227981567383
445.4,110.178558349609
445.5,111.741912841797
445.6,113.506286621094
445.7,115.600936889648
445.8,117.956146240234
445.9,120.279312133789
446,123.270286560059
446.1,126.126617431641
446.2,129.126358032227
446.3,132.067794799805
446.4,134.584045410156
446.5,137.425277709961
446.6,141.011184692383
446.7,144.634536743164
446.8,148.160186767578
446.9,151.688232421875
447,154.950424194336
447.1,158.31379699707
447.2,162.323333740234
447.3,166.862579345703
447.4,171.263366699219
447.5,175.907608032227
447.6,-46.8162841796875
447.7,-173.842254638672
447.8,-167.957901000977
447.9,-163.316818237305
448,-157.877975463867
448.1,-152.522888183594
448.2,-147.081985473633
448.3,-141.818466186523
448.4,-137.09130859375
448.5,-132.59033203125
448.6,-127.697067260742
448.7,-122.386611938477
448.8,-117.061676025391
448.9,-112.342933654785
449,-107.183143615723
449.1,-101.393714904785
449.2,-95.8590545654297
449.3,-91.0119476318359
449.4,-86.7856826782227
449.5,-81.0741882324219
449.6,-76.1505355834961
449.7,-71.645263671875
449.8,-67.6241912841797
449.9,-64.0344467163086
450,-59.6370697021484
450.1,-55.8337173461914
450.2,-52.246696472168
450.3,-48.747615814209
450.4,-45.2310447692871
450.5,-42.135498046875
450.6,-40.1593170166016
450.7,-38.5251159667969
450.8,-37.3965454101562
450.9,-37.0167541503906
451,-37.372184753418
451.1,-38.2665328979492
451.2,-39.6424522399902
451.3,-41.435375213623
451.4,-43.3361892700195
451.5,-45.7438735961914
451.6,-48.9128112792969
451.7,-52.3965454101562
451.8,-55.8405075073242
451.9,-58.8949661254883
452,-62.3829116821289
452.1,-65.3427200317383
452.2,-68.736930847168
452.3,-72.4077529907227
452.4,-75.6344528198242
452.5,-80.5162582397461
452.6,-84.7146377563477
452.7,-89.202033996582
452.8,-93.8802185058594
452.9,-98.1501083374023
453,-102.736846923828
453.1,-108.282333374023
453.2,-113.413871765137
453.3,-117.864082336426
453.4,-122.121055603027
453.5,-128.033615112305
453.6,-132.57551574707
453.7,-138.101058959961
453.8,-144.270767211914
453.9,-149.357879638672
454,-153.301452636719
454.1,-158.158950805664
454.2,-162.993103027344
454.3,-167.391799926758
454.4,-171.312759399414
454.5,-175.179122924805
454.6,-175.938995361328
454.7,-175.906112670898
454.8,-175.527084350586
454.9,-174.823974609375
455,-171.44255065918
455.1,-169.247955322266
455.2,-167.07389831543
455.3,-164.671966552734
455.4,-162.19401550293
455.5,-159.618560791016
455.6,-156.937469482422
455.7,-154.555435180664
455.8,-152.489624023438
455.9,-150.464660644531
456,-148.385299682617
456.1,-146.549270629883
456.2,-145.222549438477
456.3,-144.600982666016
456.4,-144.53271484375
456.5,-145.149841308594
456.6,-146.142364501953
456.7,-147.545364379883
456.8,-149.121398925781
456.9,-150.436996459961
457,-152.29524230957
457.1,-153.349548339844
457.2,-154.176147460938
457.3,-154.948989868164
457.4,-155.753387451172
457.5,-156.670104980469
457.6,-158.457809448242
457.7,-161.49040222168
457.8,-164.872085571289
457.9,-167.027420043945
458,-170.626052856445
458.1,-175.045379638672
458.2,-20.7369861602783
458.3,176.385559082031
458.4,171.877670288086
458.5,165.259231567383
458.6,159.339248657227
458.7,153.197692871094
458.8,146.756118774414
458.9,140.358184814453
459,133.500442504883
459.1,126.979553222656
459.2,120.105285644531
459.3,112.833038330078
459.4,105.528327941895
459.5,97.8267364501953
459.6,91.4204711914062
459.7,84.5404663085938
459.8,77.7477416992188
459.9,72.4231109619141
460,67.4756927490234
460.1,63.2941207885742
460.2,59.0755348205566
460.3,55.1598358154297
460.4,52.1129951477051
460.5,46.7729415893555
460.6,42.8142166137695
460.7,37.7717514038086
460.8,32.3728179931641
460.9,28.6929473876953
461,24.8983154296875
461.1,21.4904899597168
461.2,18.3725624084473
461.3,15.4613094329834
461.4,12.5729322433472
461.5,10.1314010620117
461.6,8.46883392333984
461.7,7.2876935005188
461.8,6.57793188095093
461.9,6.20486736297607
462,6.73591756820679
462.1,7.36807680130005
462.2,8.38100147247314
462.3,9.78894424438477
462.4,11.3192577362061
462.5,13.013258934021
462.6,15.4873046875
462.7,18.1020660400391
462.8,20.9015369415283
462.9,24.0622806549072
463,26.6656627655029
463.1,29.9107818603516
463.2,33.2088775634766
463.3,36.676830291748
463.4,40.6004524230957
463.5,44.6138763427734
463.6,48.5516090393066
463.7,52.8024063110352
463.8,57.418212890625
463.9,62.1569900512695
464,66.9563140869141
464.1,71.479621887207
464.2,76.8994979858398
464.3,82.4771118164062
464.4,86.6619262695312
464.5,90.9308853149414
464.6,95.2356033325195
464.7,98.8736801147461
464.8,102.210472106934
464.9,106.188293457031
465,111.105651855469
465.1,114.40372467041
465.2,117.984016418457
465.3,121.64958190918
465.4,124.446716308594
465.5,128.439849853516
465.6,131.053527832031
465.7,133.345916748047
465.8,135.603912353516
465.9,137.875747680664
466,139.36181640625
466.1,140.775650024414
466.2,141.980850219727
466.3,142.971481323242
466.4,143.895782470703
466.5,145.294891357422
466.6,146.716293334961
466.7,148.319625854492
466.8,149.913543701172
466.9,151.184097290039
467,152.483184814453
467.1,153.308883666992
467.2,154.013870239258
467.3,154.843460083008
467.4,156.004837036133
467.5,158.374786376953
467.6,161.651031494141
467.7,164.149322509766
467.8,166.623291015625
467.9,170.643920898438
468,173.291748046875
468.1,177.225006103516
468.2,20.3578624725342
468.3,-175.748733520508
468.4,-170.775833129883
468.5,-165.041397094727
468.6,-159.258895874023
468.7,-153.520324707031
468.8,-147.574554443359
468.9,-141.103637695312
469,-133.614456176758
469.1,-127.601837158203
469.2,-121.188301086426
469.3,-113.768104553223
469.4,-105.64493560791
469.5,-100.006233215332
469.6,-93.6549453735352
469.7,-87.1979904174805
469.8,-81.1681747436523
469.9,-75.8756256103516
470,-69.2854080200195
470.1,-64.8134994506836
470.2,-59.5610961914062
470.3,-53.7034339904785
470.4,-48.6962432861328
470.5,-43.2773590087891
470.6,-38.4687004089355
470.7,-34.0370445251465
470.8,-29.6284599304199
470.9,-24.8057327270508
471,-19.6584281921387
471.1,-16.2020053863525
471.2,-14.4597272872925
471.3,-14.8049821853638
471.4,-16.8557510375977
471.5,-20.5097618103027
471.6,-23.9482021331787
471.7,-27.6865406036377
471.8,-31.6391563415527
471.9,-35.4574089050293
472,-40.4598846435547
472.1,-45.8475646972656
472.2,-52.3191909790039
472.3,-59.2658920288086
472.4,-65.4577102661133
472.5,-73.6714630126953
472.6,-81.2895965576172
472.7,-88.0883255004883
472.8,-94.1572494506836
472.9,-100.023094177246
473,-105.83512878418
473.1,-111.686492919922
473.2,-118.473052978516
473.3,-125.796562194824
473.4,-132.559906005859
473.5,-139.144760131836
473.6,-143.505981445312
473.7,-146.953720092773
473.8,-149.871475219727
473.9,-152.614349365234
474,-155.696624755859
474.1,-158.783004760742
474.2,-161.130950927734
474.3,-163.040176391602
474.4,-165.358749389648
474.5,-167.306381225586
474.6,-168.833114624023
474.7,-171.307983398438
474.8,-174.972900390625
474.9,-170.138092041016
475,126.97891998291
475.1,170.934799194336
475.2,166.131271362305
475.3,160.917114257812
475.4,155.837860107422
475.5,150.935485839844
475.6,145.475204467773
475.7,141.230239868164
475.8,137.67301940918
475.9,133.232971191406
476,130.641448974609
476.1,127.253196716309
476.2,123.546783447266
476.3,119.642669677734
476.4,115.660415649414
476.5,112.138572692871
476.6,109.2978515625
476.7,107.506530761719
476.8,106.915580749512
476.9,107.21312713623
477,109.409194946289
477.1,111.359046936035
477.2,114.061546325684
477.3,117.463340759277
477.4,120.96021270752
477.5,125.890777587891
477.6,129.476776123047
477.7,133.96875
477.8,139.361572265625
477.9,144.65315246582
478,151.664291381836
478.1,158.308837890625
478.2,165.725997924805
478.3,79.3068542480469
478.4,-179.552734375
478.5,-171.88166809082
478.6,-165.115768432617
478.7,-158.28825378418
478.8,-151.262176513672
478.9,-144.199508666992
479,-136.222946166992
479.1,-131.2939453125
479.2,-125.044357299805
479.3,-118.005561828613
479.4,-112.585754394531
479.5,-107.343727111816
479.6,-101.931022644043
479.7,-96.9360427856445
479.8,-92.2955932617188
479.9,-87.5965957641602
480,-82.8442459106445
480.1,-79.1462631225586
480.2,-74.9731826782227
480.3,-70.55859375
480.4,-66.7951507568359
480.5,-63.0854263305664
480.6,-59.810359954834
480.7,-57.2633857727051
480.8,-55.5253143310547
480.9,-54.3298721313477
481,-54.0816802978516
481.1,-54.4960327148438
481.2,-55.3007164001465
481.3,-56.1541175842285
481.4,-56.689624786377
481.5,-57.8083877563477
481.6,-58.9071197509766
481.7,-60.7260932922363
481.8,-62.8409652709961
481.9,-64.4095611572266
482,-67.8173141479492
482.1,-70.3887634277344
482.2,-73.10986328125
482.3,-76.0415420532227
482.4,-78.8943328857422
482.5,-82.3041305541992
482.6,-86.1844940185547
482.7,-89.934326171875
482.8,-93.4680404663086
482.9,-96.9203796386719
483,-99.7511138916016
483.1,-102.60897064209
483.2,-104.891906738281
483.3,-106.046081542969
483.4,-105.932510375977
483.5,-104.958267211914
483.6,-102.738098144531
483.7,-100.19792175293
483.8,-97.3641586303711
483.9,-94.1016159057617
484,-90.9448165893555
484.1,-86.9178237915039
484.2,-82.3059463500977
484.3,-77.4058837890625
484.4,-72.6160736083984
484.5,-67.2649612426758
484.6,-63.4649467468262
484.7,-59.1648826599121
484.8,-54.1185569763184
484.9,-48.9372100830078
485,-43.7123641967773
485.1,-41.0023651123047
485.2,-37.5090980529785
485.3,-33.0737495422363
485.4,-28.8484954833984
485.5,-23.4601573944092
485.6,-19.2917613983154
485.7,-15.4931612014771
485.8,-11.8500165939331
485.9,-8.23379039764404
486,-3.47517728805542
486.1,-0.152610272169113
486.2,3.63730812072754
486.3,7.58183288574219
486.4,10.5752658843994
486.5,12.942608833313
486.6,13.6531419754028
486.7,14.1847333908081
486.8,14.5827674865723
486.9,14.4840202331543
487,14.1074047088623
487.1,13.7882375717163
487.2,13.364574432373
487.3,13.0238008499146
487.4,13.0345697402954
487.5,13.1839475631714
487.6,13.1597280502319
487.7,12.8590440750122
487.8,12.5284719467163
487.9,12.5233011245728
488,12.4582061767578
488.1,12.2572135925293
488.2,12.0091981887817
488.3,11.7984800338745
488.4,11.6985635757446
488.5,11.6904697418213
488.6,11.5442409515381
488.7,11.4433994293213
488.8,11.3536958694458
488.9,11.1978740692139
489,11.5386981964111
489.1,11.3100347518921
