Time,GPS_LonAcc
439.6,0.152416929602623
439.7,0.184088125824928
439.8,0.197026014328003
439.9,0.175834640860558
440,0.105892494320869
440.1,0.0574236623942852
440.2,0.0145339127629995
440.3,-0.0166357588022947
440.4,-0.0279449559748173
440.5,-0.0357549265027046
440.6,-0.0353984422981739
440.7,-0.0256585739552975
440.8,-0.00739254476502538
440.9,0.012228979729116
441,0.026639549061656
441.1,0.0243988465517759
441.2,5.6985612900462e-05
441.3,-0.0416261218488216
441.4,-0.0802261605858803
441.5,-0.0565240867435932
441.6,-0.00407679937779903
441.7,0.0419873744249344
441.8,0.0557423271238804
441.9,0.0297986250370741
442,0.0116932271048427
442.1,-0.016452718526125
442.2,-0.0456402637064457
442.3,-0.0740327388048172
442.4,-0.102572381496429
442.5,-0.122386805713177
442.6,-0.118831001222134
442.7,-0.0965320244431496
442.8,-0.0484070256352425
442.9,0.0221081431955099
443,0.0946155115962029
443.1,0.155315950512886
443.2,0.184381917119026
443.3,0.171970322728157
443.4,0.136085987091064
443.5,0.0972199738025665
443.6,0.0780488699674606
443.7,0.0821994468569756
443.8,0.102322332561016
443.9,0.115460947155952
444,0.104942619800568
444.1,0.0988316088914871
444.2,0.0973517149686813
444.3,0.0961266234517097
444.4,0.087946243584156
444.5,0.0708857402205467
444.6,0.05136688798666
444.7,0.045772410929203
444.8,0.0562558211386204
444.9,0.0708525031805038
445,0.0603298619389534
445.1,0.036136120557785
445.2,0.0160473641008139
445.3,0.000110505068732891
445.4,-0.0201465263962746
445.5,-0.0272453501820564
445.6,-0.0308280829340219
445.7,-0.041284017264843
445.8,-0.061092883348465
445.9,-0.0850768908858299
446,-0.117713369429111
446.1,-0.205244466662407
446.2,-0.335392236709595
446.3,-0.500399589538574
446.4,-0.671591639518738
446.5,-0.694012701511383
446.6,-0.654131531715393
446.7,-0.61633312702179
446.8,-0.592983841896057
446.9,-0.571438372135162
447,-0.527392983436584
447.1,-0.46653026342392
447.2,-0.428270220756531
447.3,-0.414755195379257
447.4,-0.400936096906662
447.5,-0.366406798362732
447.6,-0.319454252719879
447.7,-0.258541911840439
447.8,-0.209693476557732
447.9,-0.206427484750748
448,-0.256808251142502
448.1,-0.2149807959795
448.2,-0.0957016125321388
448.3,0.0663027167320251
448.4,0.198159456253052
448.5,0.192408174276352
448.6,0.152851074934006
448.7,0.147162839770317
448.8,0.190097808837891
448.9,0.252217531204224
449,0.311882376670837
449.1,0.356070131063461
449.2,0.386816293001175
449.3,0.389035642147064
449.4,0.35542294383049
449.5,0.319078505039215
449.6,0.321035146713257
449.7,0.322806745767593
449.8,0.310672879219055
449.9,0.285630613565445
450,0.273751109838486
450.1,0.248806789517403
450.2,0.231152027845383
450.3,0.241417646408081
450.4,0.288080394268036
450.5,0.377849996089935
450.6,0.431246727705002
450.7,0.442138910293579
450.8,0.414781302213669
450.9,0.379562169313431
451,0.347937941551208
451.1,0.317343682050705
451.2,0.277586132287979
451.3,0.218447089195251
451.4,0.139356583356857
451.5,0.0815985053777695
451.6,0.0160163827240467
451.7,-0.087015226483345
451.8,-0.233858853578568
451.9,-0.398082494735718
452,-0.502799391746521
452.1,-0.552761971950531
452.2,-0.5688636302948
452.3,-0.581246554851532
452.4,-0.629457533359528
452.5,-0.612905502319336
452.6,-0.554350912570953
452.7,-0.457601457834244
452.8,-0.308748632669449
452.9,-0.115502290427685
453,0.0347330421209335
453.1,0.177882477641106
453.2,0.279656171798706
453.3,0.296727806329727
453.4,0.223710089921951
453.5,0.119161278009415
453.6,0.0704070553183556
453.7,0.0843772292137146
453.8,0.153521448373795
453.9,0.232167258858681
454,0.267485946416855
454.1,0.327862083911896
454.2,0.416432291269302
454.3,0.513654112815857
454.4,0.582695841789246
454.5,0.523771345615387
454.6,0.386851340532303
454.7,0.237069815397263
454.8,0.110782258212566
454.9,0.0274591967463493
455,0.0509468838572502
455.1,0.120075263082981
455.2,0.198839619755745
455.3,0.27115923166275
455.4,0.328855484724045
455.5,0.36577108502388
455.6,0.360354512929916
455.7,0.339233934879303
455.8,0.311106085777283
455.9,0.283301621675491
456,0.266992449760437
456.1,0.269673526287079
456.2,0.273731917142868
456.3,0.273091316223145
456.4,0.266914784908295
456.5,0.239774569869041
456.6,0.20802615582943
456.7,0.189878508448601
456.8,0.173464730381966
456.9,0.131274938583374
457,-0.0676331147551537
457.1,-0.35883229970932
457.2,-0.619046270847321
457.3,-0.780686676502228
457.4,-0.836185216903687
457.5,-0.802816689014435
457.6,-0.792865693569183
457.7,-0.770027220249176
457.8,-0.73996365070343
457.9,-0.727373898029327
458,-0.735068023204803
458.1,-0.715615749359131
458.2,-0.689689576625824
458.3,-0.672433733940125
458.4,-0.673563361167908
458.5,-0.636459112167358
458.6,-0.498395383358002
458.7,-0.342763245105743
458.8,-0.203191071748734
458.9,-0.0922360494732857
459,-0.00185327767394483
459.1,0.0422611497342587
459.2,0.0697645917534828
459.3,0.0896657854318619
459.4,0.109431199729443
459.5,0.160982504487038
459.6,0.204580098390579
459.7,0.248038470745087
459.8,0.282022774219513
459.9,0.296582520008087
460,0.381284058094025
460.1,0.436101645231247
460.2,0.423180878162384
460.3,0.340293198823929
460.4,0.235685259103775
460.5,0.2741639316082
460.6,0.483536928892136
460.7,0.681090533733368
460.8,0.760716259479523
460.9,0.689824104309082
461,0.564795970916748
461.1,0.501336336135864
461.2,0.502023577690125
461.3,0.537204623222351
461.4,0.544425547122955
461.5,0.503110110759735
461.6,0.467598676681519
461.7,0.449506402015686
461.8,0.452323853969574
461.9,0.465448677539825
462,0.42709755897522
462.1,0.379059612751007
462.2,0.341130375862122
462.3,0.318572849035263
462.4,0.304376691579819
462.5,0.287317425012589
462.6,0.248799860477448
462.7,0.205239847302437
462.8,0.13834373652935
462.9,0.0271496903151274
463,-0.118831843137741
463.1,-0.220517531037331
463.2,-0.294779539108276
463.3,-0.342268705368042
463.4,-0.371344119310379
463.5,-0.377699017524719
463.6,-0.300795346498489
463.7,-0.183917850255966
463.8,-0.0573248714208603
463.9,0.0440315529704094
464,0.102008126676083
464.1,0.12261938303709
464.2,0.141658872365952
464.3,0.17308546602726
464.4,0.217918336391449
464.5,0.22832216322422
464.6,0.220686376094818
464.7,0.222929671406746
464.8,0.235208749771118
464.9,0.243491068482399
465,0.270437926054001
