Time,Water_Temp
288.312,43.78125
288.362,43.78125
288.412,43.78125
288.462,43.78125
288.512,43.75
288.562,43.71875
288.612,43.6875
288.662,43.65625
288.712,43.625
288.762,43.65625
288.812,43.6875
288.862,43.71875
288.912,43.78125
288.962,43.84375
289.012,43.90625
289.062,43.96875
289.112,44
289.162,44.03125
289.212,44.0625
289.262,44.0625
289.312,44.0625
289.362,44.0625
289.412,44.09375
289.462,44.09375
289.512,44.09375
289.562,44.09375
289.612,44.0625
289.662,44.03125
289.712,44
289.762,43.96875
289.812,43.96875
289.862,43.96875
289.912,43.96875
289.961,43.96875
290.011,43.96875
290.061,43.96875
290.111,43.96875
290.161,43.96875
290.211,44
290.261,44.03125
290.311,44.09375
290.361,44.15625
290.411,44.1875
290.461,44.1875
290.511,44.1875
290.561,44.125
290.611,44.09375
290.661,44.0625
290.711,44.03125
290.761,44.0625
290.811,44.09375
290.861,44.125
290.911,44.15625
290.961,44.15625
291.011,44.1875
291.061,44.21875
291.111,44.25
291.161,44.28125
291.211,44.28125
291.261,44.25
291.311,44.1875
291.361,44.125
291.411,44.0625
291.461,44.0625
291.511,44.03125
291.561,44.03125
291.611,44.03125
291.661,44.03125
291.711,44.03125
291.761,44.03125
291.811,44.03125
291.861,44.0625
291.911,44.09375
291.961,44.125
292.011,44.15625
292.061,44.15625
292.111,44.15625
292.161,44.1875
292.211,44.1875
292.261,44.1875
292.311,44.21875
292.361,44.21875
292.411,44.25
292.461,44.25
292.511,44.25
292.56,44.25
292.61,44.21875
292.66,44.1875
292.71,44.15625
292.76,44.125
292.81,44.09375
292.86,44.0625
292.91,44.0625
292.96,44.03125
293.01,44.03125
293.06,44.0625
293.11,44.0625
293.16,44.09375
293.21,44.09375
293.26,44.09375
293.31,44.09375
293.36,44.125
293.41,44.125
293.46,44.1875
293.51,44.1875
293.56,44.21875
293.61,44.21875
293.66,44.21875
293.71,44.21875
293.76,44.1875
293.81,44.15625
293.86,44.125
293.91,44.09375
293.96,44.09375
294.01,44.125
294.06,44.125
294.11,44.15625
294.16,44.15625
294.21,44.125
294.26,44.0625
294.31,44
294.36,43.9375
294.41,43.875
294.46,43.84375
294.51,43.84375
294.56,43.84375
294.61,43.875
294.66,43.875
294.71,43.90625
294.76,43.90625
294.81,43.90625
294.86,43.9375
294.91,43.9375
294.96,43.9375
295.01,43.96875
295.06,43.96875
295.11,44
295.159,44.03125
295.209,44.0625
295.259,44.09375
295.309,44.125
295.359,44.15625
295.409,44.1875
295.459,44.1875
295.509,44.15625
295.559,44.125
295.609,44.09375
295.659,44.0625
295.709,44.0625
295.759,44.09375
295.809,44.125
295.859,44.15625
295.909,44.21875
295.959,44.28125
296.009,44.3125
296.059,44.3125
296.109,44.3125
296.159,44.3125
296.209,44.28125
296.259,44.25
296.309,44.21875
296.359,44.21875
296.409,44.1875
296.459,44.15625
296.509,44.125
296.559,44.125
296.609,44.09375
296.659,44.09375
296.709,44.09375
296.759,44.125
296.809,44.125
296.859,44.15625
296.909,44.21875
296.959,44.28125
297.009,44.3125
297.059,44.34375
297.109,44.34375
297.159,44.34375
297.209,44.28125
297.259,44.25
297.309,44.21875
297.359,44.1875
297.409,44.1875
297.459,44.1875
297.509,44.21875
297.559,44.28125
297.609,44.3125
297.659,44.34375
297.709,44.3125
297.759,44.28125
297.808,44.21875
297.858,44.15625
297.908,44.125
297.958,44.0625
298.008,44.0625
298.058,44.0625
298.108,44.125
298.158,44.15625
298.208,44.21875
298.258,44.25
298.308,44.25
298.358,44.21875
298.408,44.21875
298.458,44.1875
298.508,44.21875
298.558,44.21875
298.608,44.25
298.658,44.25
298.708,44.28125
298.758,44.28125
298.808,44.25
298.858,44.25
298.908,44.25
298.958,44.21875
299.008,44.21875
299.058,44.21875
299.108,44.21875
299.158,44.25
299.208,44.25
299.258,44.28125
299.308,44.28125
299.358,44.28125
299.408,44.28125
299.458,44.25
299.508,44.25
299.558,44.25
299.608,44.28125
299.658,44.3125
299.708,44.34375
299.758,44.375
299.808,44.34375
299.858,44.3125
299.908,44.25
299.958,44.21875
300.008,44.1875
300.058,44.1875
300.108,44.1875
300.158,44.1875
300.208,44.1875
300.258,44.15625
300.308,44.15625
300.358,44.15625
300.407,44.15625
300.457,44.15625
300.507,44.15625
300.557,44.1875
300.607,44.1875
300.657,44.1875
300.707,44.1875
300.757,44.15625
300.807,44.125
300.857,44.09375
300.907,44.09375
300.957,44.09375
301.007,44.09375
301.057,44.09375
301.107,44.09375
301.157,44.09375
301.207,44.09375
301.257,44.09375
301.307,44.09375
301.357,44.125
301.407,44.15625
301.457,44.1875
301.507,44.21875
301.557,44.25
301.607,44.25
301.657,44.25
301.707,44.21875
301.757,44.1875
301.807,44.125
301.857,44.09375
301.907,44.09375
301.957,44.125
302.007,44.15625
302.057,44.21875
302.107,44.28125
302.157,44.28125
302.207,44.3125
302.257,44.3125
302.307,44.28125
302.357,44.28125
302.407,44.28125
302.457,44.25
302.507,44.25
302.557,44.25
302.607,44.28125
302.657,44.28125
302.707,44.28125
302.757,44.28125
302.807,44.28125
302.857,44.3125
302.907,44.3125
302.957,44.375
303.007,44.40625
303.056,44.4375
303.106,44.40625
303.156,44.40625
303.206,44.34375
303.256,44.34375
303.306,44.34375
303.356,44.34375
303.406,44.34375
303.456,44.375
303.506,44.375
303.556,44.375
303.606,44.375
303.656,44.34375
303.706,44.3125
303.756,44.28125
303.806,44.25
303.856,44.25
303.906,44.21875
303.956,44.25
304.006,44.25
304.056,44.25
304.106,44.25
304.156,44.25
304.206,44.21875
304.256,44.21875
304.306,44.1875
304.356,44.15625
304.406,44.15625
304.456,44.15625
304.506,44.15625
304.556,44.1875
304.606,44.21875
304.656,44.21875
304.706,44.25
304.756,44.25
304.806,44.28125
304.856,44.28125
304.906,44.28125
304.956,44.28125
305.006,44.28125
305.056,44.28125
305.106,44.28125
305.156,44.28125
305.206,44.25
305.256,44.25
305.306,44.25
305.356,44.25
305.406,44.25
305.456,44.25
305.506,44.25
305.556,44.25
305.606,44.25
305.655,44.28125
305.705,44.3125
305.755,44.34375
305.805,44.375
305.855,44.40625
305.905,44.4375
305.955,44.46875
306.005,44.5
306.055,44.5
306.105,44.46875
306.155,44.46875
306.205,44.40625
306.255,44.375
306.305,44.34375
306.355,44.28125
306.405,44.25
306.455,44.25
306.505,44.21875
306.555,44.21875
306.605,44.21875
306.655,44.21875
306.705,44.21875
306.755,44.21875
306.805,44.21875
306.855,44.21875
306.905,44.25
306.955,44.25
307.005,44.25
307.055,44.25
307.105,44.28125
307.155,44.28125
307.205,44.25
307.255,44.25
307.305,44.21875
307.355,44.1875
307.405,44.15625
307.455,44.125
307.505,44.125
307.555,44.09375
307.605,44.0625
307.655,44.0625
307.705,44.09375
307.755,44.15625
307.805,44.21875
307.855,44.3125
307.905,44.34375
307.955,44.375
308.005,44.40625
308.055,44.40625
308.105,44.40625
308.155,44.40625
308.205,44.40625
308.255,44.40625
308.304,44.375
308.354,44.375
308.404,44.34375
308.454,44.3125
308.504,44.28125
308.554,44.25
308.604,44.25
308.654,44.21875
308.704,44.21875
308.754,44.25
308.804,44.25
308.854,44.28125
308.904,44.3125
308.954,44.34375
309.004,44.375
309.054,44.40625
309.104,44.4375
309.154,44.4375
309.204,44.40625
309.254,44.40625
309.304,44.375
309.354,44.3125
309.404,44.28125
309.454,44.28125
309.504,44.25
309.554,44.25
309.604,44.25
309.654,44.25
309.704,44.25
309.754,44.28125
309.804,44.28125
309.854,44.3125
309.904,44.3125
309.954,44.34375
310.004,44.375
310.054,44.375
310.104,44.375
310.154,44.375
310.204,44.375
310.254,44.375
310.304,44.375
310.354,44.40625
310.404,44.40625
310.454,44.40625
310.504,44.4375
310.554,44.40625
310.604,44.40625
310.654,44.375
310.704,44.34375
310.754,44.3125
310.804,44.3125
310.854,44.28125
310.904,44.28125
310.953,44.25
311.003,44.28125
311.053,44.28125
311.103,44.28125
311.153,44.3125
311.203,44.34375
311.253,44.375
311.303,44.40625
311.353,44.40625
311.403,44.375
311.453,44.34375
311.503,44.28125
311.553,44.21875
311.603,44.1875
311.653,44.21875
311.703,44.21875
311.753,44.28125
311.803,44.28125
311.853,44.3125
311.903,44.3125
311.953,44.28125
312.003,44.28125
312.053,44.25
312.103,44.25
312.153,44.28125
312.203,44.28125
312.253,44.28125
312.303,44.28125
312.353,44.3125
312.403,44.34375
312.453,44.375
312.503,44.40625
312.553,44.4375
312.603,44.4375
312.653,44.4375
312.703,44.375
312.753,44.34375
312.803,44.28125
312.853,44.25
312.903,44.21875
312.953,44.1875
313.003,44.15625
313.053,44.15625
313.103,44.15625
313.153,44.15625
313.203,44.15625
313.253,44.1875
313.303,44.21875
313.353,44.25
313.403,44.25
313.453,44.25
313.503,44.25
313.552,44.21875
313.602,44.21875
313.652,44.21875
313.702,44.21875
313.752,44.25
313.802,44.25
313.852,44.28125
313.902,44.3125
313.952,44.3125
314.002,44.28125
314.052,44.28125
314.102,44.28125
314.152,44.28125
314.202,44.3125
314.252,44.34375
314.302,44.375
314.352,44.375
314.402,44.375
314.452,44.375
314.502,44.34375
314.552,44.34375
314.602,44.3125
314.652,44.3125
314.702,44.28125
314.752,44.25
314.802,44.21875
314.852,44.1875
314.902,44.15625
314.952,44.15625
315.002,44.125
315.052,44.09375
315.102,44.09375
315.152,44.125
315.202,44.15625
315.252,44.1875
315.302,44.1875
315.352,44.1875
315.402,44.1875
315.452,44.15625
315.502,44.125
