Time,RPM
388.922,7956
388.954,9273
388.974,10504
388.994,14021
389.014,7960
389.034,6939
389.049,6962
389.069,9303
389.089,7966
389.109,8298
389.129,6988
389.152,11128
389.172,8427
389.192,6950
389.212,8382
389.232,9304
389.243,6942
389.263,7959
389.283,6981
389.303,6974
389.323,6965
389.342,6951
389.362,7959
389.382,8284
389.402,10506
389.422,14036
389.445,6923
389.465,6967
389.485,5990
389.505,8408
389.525,6963
389.553,8356
389.573,8305
389.593,13940
389.613,13973
389.633,6930
389.652,8368
389.672,11174
389.692,14026
389.712,7943
389.732,13913
389.751,14008
389.771,13989
389.791,5942
389.811,10468
389.831,6959
389.846,6938
389.866,6910
389.886,14078
389.906,8320
389.926,11136
389.954,11124
389.974,10497
389.994,8351
390.014,9284
390.034,6940
390.053,5953
390.073,8360
390.093,6969
390.113,6984
390.133,6980
390.143,6982
390.163,5975
390.183,6968
390.203,8352
390.223,14035
390.251,6976
390.271,8363
390.291,8353
390.311,9256
390.331,11573
390.354,13899
390.374,10430
390.394,8430
390.414,6990
390.434,6953
390.453,9277
390.473,10442
390.493,13975
390.513,11571
390.533,13937
390.552,8326
390.572,13993
390.592,6967
390.612,6948
390.632,11157
390.651,13985
390.671,13876
390.691,14031
390.711,13944
390.731,8331
390.754,13964
390.774,13960
390.794,9226
390.814,13883
390.834,13873
390.854,13837
390.874,13792
390.894,13735
390.914,13724
390.934,13774
390.954,13871
390.974,13920
390.994,13905
391.014,13864
391.034,13783
391.054,13666
391.074,13727
391.094,13852
391.114,13909
391.134,13851
391.154,13765
391.174,13741
391.194,13681
391.214,13589
391.234,13672
391.25,13781
391.27,13870
391.29,13861
391.31,13799
391.33,13866
391.354,13814
391.374,13722
391.394,13667
391.414,13711
391.434,13735
391.451,13729
391.471,13727
391.491,13714
391.511,13676
391.531,13651
391.551,13652
391.571,13701
391.591,13743
391.611,13718
391.631,13623
391.652,13598
391.672,13651
391.692,13715
391.712,13713
391.732,13693
391.753,13699
391.773,13638
391.793,13585
391.813,13600
391.833,13872
391.853,5624
391.873,10424
391.893,13829
391.913,13671
391.933,13592
391.954,13636
391.974,13770
391.994,13808
392.014,13722
392.034,13698
392.054,13677
392.074,13704
392.094,13736
392.114,13715
392.134,13712
392.151,13747
392.171,13754
392.191,13754
392.211,13822
392.231,13838
392.251,13761
392.271,13716
392.291,13682
392.311,13632
392.331,13639
392.352,13675
392.372,13670
392.392,13651
392.412,13682
392.432,13733
392.452,13717
392.472,13717
392.492,13693
392.512,13709
392.532,13838
392.553,13931
392.573,8282
392.593,13714
392.613,13776
392.633,13605
392.653,13511
392.673,13521
392.693,13552
392.713,13787
392.733,13977
392.754,9180
392.774,13622
392.794,13585
392.814,13574
392.834,13586
392.851,13618
392.871,13642
392.891,13621
392.911,13620
392.931,13600
392.952,13695
392.972,13854
392.992,13862
393.012,13751
393.032,13694
393.053,13605
393.073,13558
393.093,13595
393.113,13714
393.133,13804
393.154,13750
393.174,13702
393.194,13721
393.214,13733
393.234,13843
393.254,8372
393.274,10388
393.294,13871
393.314,13734
393.334,13748
393.354,13832
393.374,13953
393.394,13913
393.414,13881
393.434,13831
393.453,13801
393.473,13818
393.493,13911
393.513,8287
393.533,13944
393.553,13859
393.573,13854
393.593,13884
393.613,13930
393.633,13929
393.652,13898
393.672,13989
393.692,6999
393.712,6958
393.732,8357
393.746,13955
393.766,11596
393.786,11163
393.806,6955
393.826,10490
393.845,7001
393.865,6945
393.885,9942
393.905,9268
393.925,9260
393.953,11203
393.973,10424
393.993,11178
394.013,14017
394.033,6941
394.052,5997
394.072,8419
394.092,6961
394.112,8343
394.132,8365
394.147,9288
394.167,6947
394.187,8311
394.207,7007
394.227,5956
394.254,8370
394.274,9321
394.294,8307
394.314,7010
394.334,6954
394.353,5959
394.373,6971
394.393,8389
394.413,6963
394.433,9311
394.453,5953
394.473,8357
394.493,6957
394.513,6980
394.533,6986
394.543,6970
394.563,5959
394.583,6954
394.603,8351
394.623,6970
394.646,6971
394.666,6970
394.686,5961
394.706,6971
394.726,8403
394.75,7008
394.77,7004
394.79,6983
394.81,5952
394.83,13799
394.853,13844
394.873,13853
394.893,13834
394.913,13798
394.933,13752
394.953,13740
394.973,13742
394.993,13757
395.013,13712
395.033,13613
395.054,13557
395.074,13436
395.094,13528
395.114,13494
395.134,13533
395.152,13578
395.172,13625
395.192,13618
395.212,13563
395.232,13524
395.254,13455
395.274,13464
395.294,13374
395.314,13259
395.334,13211
395.353,13219
395.373,13263
395.393,13102
395.413,12919
395.433,12763
395.45,12671
395.47,12615
395.49,12563
395.51,12518
395.53,12524
395.551,12457
395.571,12377
395.591,12449
395.611,12312
395.631,12227
395.653,12128
395.673,12153
395.693,12232
395.713,12416
395.733,12551
395.75,12512
395.77,12374
395.79,12217
395.81,12110
395.83,12069
395.854,11979
395.874,11921
395.894,11923
395.914,12002
395.934,12059
395.954,12064
395.974,11939
395.994,11959
396.014,12039
396.034,11884
396.054,11878
396.074,11838
396.094,11775
396.114,11736
396.134,11622
396.152,11495
396.172,11400
396.192,11364
396.212,11328
396.232,11264
396.253,11160
396.273,10981
396.293,10838
396.313,10761
396.333,10672
396.353,10687
396.373,10746
396.393,10716
396.413,10682
396.433,10589
396.454,10508
396.474,10419
396.494,10333
396.514,10234
396.534,10217
396.553,10259
396.573,10230
396.593,10173
396.613,10076
396.633,10067
396.654,10068
396.674,9963
396.694,9942
396.714,9849
396.734,9791
396.752,9738
396.772,9764
396.792,9827
396.812,9956
396.832,9964
396.849,9907
396.869,9803
396.889,9695
396.909,9668
396.929,9618
396.954,9622
396.974,9622
396.994,9639
397.014,9613
397.034,9623
397.054,9595
397.074,9608
397.094,9564
397.114,9514
397.134,9434
397.149,9383
397.169,9350
397.189,9426
397.209,9384
397.229,9410
397.251,9406
397.271,9426
397.291,9500
397.311,9548
397.331,9589
397.352,9355
397.372,9363
397.392,9313
397.412,9342
397.432,9491
397.454,9540
397.474,9618
397.494,9670
397.514,9381
397.534,9260
397.549,9234
397.569,9228
397.589,9326
397.609,9239
397.629,9339
397.653,9433
397.673,9338
397.693,9346
397.713,9252
397.733,9358
397.749,9419
397.769,9500
397.789,9486
397.809,9483
397.829,9460
397.85,9508
397.87,9554
397.89,9609
397.91,9654
397.93,9852
397.949,9914
397.969,9782
397.989,9697
398.009,9723
398.029,9728
398.053,9835
398.073,9975
398.093,9921
398.113,9896
398.133,9869
398.15,9864
398.17,9787
398.19,9817
398.21,9870
398.23,9869
398.254,9822
398.274,9875
398.294,10086
398.314,10222
398.334,10213
398.349,10086
398.369,10091
398.389,10119
398.409,10169
398.429,10161
398.45,10134
398.47,10140
398.49,10109
398.51,10194
398.53,10221
398.55,10309
398.57,10300
398.59,10244
398.61,10273
398.63,10285
398.649,10351
398.669,10350
398.689,10380
398.709,10431
398.729,10414
398.753,10418
398.773,10413
398.793,10488
398.813,10558
398.833,10653
398.849,10687
398.869,10650
398.889,10617
398.909,10577
398.929,10597
398.951,10621
398.971,10633
398.991,10715
399.011,10721
399.031,10716
399.052,10699
399.072,10714
399.092,10748
399.112,10808
399.132,10885
399.152,10939
399.172,10872
399.192,10909
399.212,10922
399.232,10950
399.251,11013
399.271,11048
399.291,11120
399.311,11135
399.331,11117
399.354,11098
399.374,11102
399.394,11176
399.414,11210
399.434,11239
399.45,11307
399.47,11268
399.49,11246
399.51,11261
399.53,11301
399.551,11390
399.571,11360
399.591,11284
399.611,11513
399.631,11764
399.65,11747
399.67,11644
399.69,11525
399.71,11440
399.73,11398
399.754,11448
399.774,11570
399.794,11665
399.814,11603
399.834,11577
399.853,11556
399.873,11514
399.893,11529
399.913,11531
399.933,11571
399.951,11683
399.971,11876
399.991,11784
400.011,11629
400.031,11599
400.054,11658
400.074,11714
400.094,11721
400.114,11732
400.134,11755
400.151,11775
400.171,11885
400.191,11876
400.211,11859
400.231,11870
400.252,11884
400.272,11904
400.292,11965
400.312,12007
400.332,11988
400.352,12042
400.372,12050
400.392,12074
400.412,12139
400.432,12169
400.451,12175
400.471,12224
400.491,12236
400.511,12248
400.531,12354
400.553,12354
400.573,12334
400.593,12385
400.613,12446
400.633,12489
400.65,12553
400.67,12533
400.69,12494
400.71,12519
400.73,12554
400.751,12547
400.771,12554
400.791,12594
400.811,12660
400.831,12669
400.85,12614
400.87,12454
400.89,12295
400.91,12224
400.93,12189
400.953,12142
400.973,11944
400.993,11702
401.013,11496
401.033,11404
401.052,11362
401.072,11418
401.092,11392
401.112,11216
401.132,11042
401.153,11093
401.173,11327
401.193,11380
401.213,11229
401.233,11049
401.25,10921
401.27,10881
401.29,10920
401.31,10897
401.33,10806
401.349,10800
401.369,10806
401.389,10718
401.409,10588
401.429,10526
401.451,10477
401.471,10457
401.491,10432
401.511,10298
401.531,10172
401.55,10098
401.57,10056
401.59,9992
401.61,9861
401.63,9842
401.652,9883
401.672,9902
401.692,9891
401.712,9949
401.732,9909
401.749,9827
401.769,9654
401.789,9557
401.809,9550
401.829,9523
401.85,9582
401.87,9717
401.89,9786
401.91,9723
401.93,9635
401.949,9542
401.969,9467
401.989,9381
402.009,9324
402.029,9329
402.051,9381
402.071,9347
402.091,9356
402.111,9291
402.131,9395
402.153,9482
402.173,9629
402.193,9973
402.213,9944
402.233,9661
402.251,9789
402.271,9798
402.291,9989
402.311,10221
402.331,10327
402.352,10144
402.372,9980
402.392,9957
402.412,10018
402.432,10116
402.454,10119
402.474,10048
402.494,10008
402.514,10076
402.534,10087
402.55,10041
402.57,9914
402.59,9844
402.61,9955
402.63,10064
402.652,10120
402.672,10008
402.692,9962
402.712,9981
402.732,10074
402.753,10154
402.773,10206
402.793,10212
402.813,10235
402.833,10403
402.852,10607
402.872,10831
402.892,10759
402.912,10668
402.932,10683
402.953,10649
402.973,10606
402.993,10610
403.013,10744
403.033,10856
403.054,10732
403.074,10670
403.094,10696
403.114,10692
403.134,10712
403.149,10697
403.169,10851
403.189,11106
403.209,11057
403.229,10776
403.254,10704
403.274,10665
403.294,10605
403.314,10537
403.334,10538
403.35,10575
403.37,10707
403.39,10878
403.41,11011
403.43,11087
403.454,11042
403.474,10950
403.494,10920
403.514,10918
403.534,11014
403.552,11119
403.572,11114
403.592,11009
403.612,10974
403.632,11051
403.65,11087
403.67,11080
403.69,11053
403.71,11039
403.73,11067
403.753,11116
403.773,11163
403.793,11177
403.813,11111
403.833,11124
403.85,11153
403.87,11157
403.89,11153
403.91,11144
403.93,11170
403.952,11273
403.972,11318
403.992,11427
404.012,11406
404.032,11418
404.051,12072
404.071,12869
404.091,13445
404.111,13828
404.131,3485
404.152,5613
404.172,13485
404.192,13971
404.212,1994
404.232,13354
404.254,13057
404.274,13242
404.294,13153
404.314,12084
404.334,11574
404.351,11786
404.371,12200
