Time,GyroY
388.912,29.8200016021729
388.922,-17.9900016784668
388.932,30.9000015258789
388.942,-15.5400009155273
388.952,6.33000040054321
388.962,-4.79000043869019
388.972,-28.310001373291
388.981,33.1400032043457
388.991,-32.370002746582
389.001,17.0799999237061
389.011,9.3100004196167
389.021,0.100000001490116
389.031,9.76000022888184
389.041,8.99000072479248
389.051,-3.88000011444092
389.061,8.71000003814697
389.071,12.9100008010864
389.081,-21.2800006866455
389.091,41.3300018310547
389.101,-33.1800003051758
389.111,13.0200004577637
389.121,-8.92000007629395
389.131,-27.3300018310547
389.141,29.2900009155273
389.151,-29.0800018310547
389.161,5.60000038146973
389.171,26.810001373291
389.179,-20.4700012207031
389.189,47.0400009155273
389.199,-11.5800008773804
389.209,23.9400005340576
389.219,-0.380000025033951
389.229,-6.72000026702881
389.239,-3.01000022888184
389.249,-7.45000028610229
389.259,-1.33000004291534
389.269,-8.78000068664551
389.279,23.2400016784668
389.289,-7.5600004196167
389.299,37.1300010681152
389.309,4.93000030517578
389.319,21.310001373291
389.329,20.0900001525879
389.339,-2.45000004768372
389.349,28.3800010681152
389.359,-20.9300003051758
389.369,6.37000036239624
389.373,18.1600017547607
389.383,-18.8600006103516
389.393,13.0500001907349
389.403,1.47000002861023
389.413,-6.12000036239624
389.423,18.0200004577637
389.433,-15.8500003814697
389.443,-6.16000032424927
389.453,17.3200016021729
389.463,10.1100006103516
389.473,23.8000011444092
389.483,41.8200035095215
389.493,13.1600008010864
389.503,49.4500007629395
389.513,-18.0200004577637
389.523,28.1000003814697
389.532,-61.9500045776367
389.542,-8.40000057220459
389.552,-47.8400039672852
389.562,-23.7600002288818
389.572,8.61000061035156
389.582,-37.9400024414062
389.592,40.3200035095215
389.602,2.66000008583069
389.612,36.0800018310547
389.622,22.4300003051758
389.632,5.28000020980835
389.642,9.13000011444092
389.652,1.19000005722046
389.662,-12.0400009155273
389.672,2.73000001907349
389.682,-4.26999998092651
389.692,-3.95000028610229
389.702,28.9100017547607
389.712,-19.4200000762939
389.722,16.6599998474121
389.731,-5.04000043869019
389.741,0.590000033378601
389.751,5.63000011444092
389.761,-27.7200012207031
389.771,11.9000005722046
389.781,-23.9400005340576
389.791,15.4300003051758
389.801,11.3000001907349
389.811,8.01000022888184
389.821,16.4099998474121
389.831,9.90000057220459
389.841,34.6800003051758
389.851,-12.7000007629395
389.861,29.3300018310547
389.871,3.01000022888184
389.881,-13.0500001907349
389.891,24.5000019073486
389.901,-29.0500011444092
389.911,23.2000007629395
389.921,-27.8200016021729
389.929,10.9900007247925
389.939,-0.560000002384186
389.949,-24.810001373291
389.959,19.7000007629395
389.969,-2.13000011444092
389.979,-12.7700004577637
389.989,14.2400007247925
389.999,3.53000020980835
390.009,3.29000020027161
390.019,14.4900007247925
390.029,-0.350000023841858
390.039,4.90000009536743
390.049,11.8600006103516
390.059,-8.1200008392334
390.069,6.05000019073486
390.079,1.82000005245209
390.089,-14.8000011444092
390.099,26.3900012969971
390.109,-22.0500011444092
390.119,12.4600009918213
390.123,21.7000007629395
390.133,-2.69000005722046
