Time,Exhaust_Temp
388.924,536.5
388.974,537.5
389.024,538.5
389.074,539.5
389.124,540.5
389.174,541
389.224,542
389.274,542.5
389.324,543
389.374,543.5
389.424,544
389.474,544.5
389.524,545
389.574,545.5
389.624,546
389.673,546.5
389.723,547
389.773,547
389.823,547
389.873,547.5
389.923,547.5
389.973,547.5
390.023,548
390.073,548
390.123,548.5
390.173,548.5
390.223,548.5
390.273,549
390.323,549
390.373,549
390.423,549.5
390.473,549.5
390.523,550
390.573,550
390.623,550
390.673,550.5
390.723,550.5
390.773,551
390.823,551
390.873,551
390.923,551.5
390.973,551.5
391.023,552
391.073,552.5
391.123,552.5
391.173,553
391.223,553.5
391.273,554
391.323,554.5
391.373,555
391.423,555.5
391.473,556
391.523,556.5
391.573,557
391.623,557.5
391.673,558
391.723,559
391.773,559.5
391.823,560.5
391.873,561
391.923,562
391.973,563
392.023,564
392.073,564.5
392.123,565.5
392.173,566
392.223,566.5
392.272,567
392.322,567.5
392.372,568.5
392.422,569
392.472,569.5
392.522,570
392.572,570.5
392.622,571.5
392.672,572
392.722,573
392.772,573.5
392.822,574
392.872,574.5
392.922,575
392.972,575.5
393.022,576.5
393.072,577
393.122,577.5
393.172,578
393.222,578
393.272,578.5
393.322,579
393.372,579.5
393.422,580
393.472,580.5
393.522,581
393.572,582
393.622,582.5
393.672,583
393.722,583.5
393.772,584
393.822,584.5
393.872,585
393.922,585.5
393.972,585.5
394.022,586
394.072,586.5
394.122,586.5
394.172,587
394.222,587.5
394.272,587.5
394.322,588
394.372,588
394.422,588
394.472,588
394.522,588
394.572,588
394.622,588
394.672,587.5
394.722,587.5
394.772,587.5
394.822,587
394.872,587
394.921,586.5
394.971,586
395.021,585.5
395.071,585
395.121,584.5
395.171,584
395.221,583.5
395.271,583
395.321,582.5
395.371,582
395.421,582
395.471,581.5
395.521,581
395.571,580.5
395.621,580.5
395.671,580
395.721,579.5
395.771,579
395.821,578.5
395.871,578
395.921,577.5
395.971,576.5
396.021,576
396.071,574.5
396.121,573.5
396.171,572.5
396.221,571
