Time,N_Satellites
339.159,16
339.266,16
339.409,15
339.516,16
339.659,16
339.766,16
339.909,16
340.016,15
340.159,15
340.266,15
340.409,16
340.516,16
340.659,16
340.766,16
340.909,16
341.016,16
341.159,16
341.266,16
341.409,16
341.516,15
341.659,16
341.766,15
341.909,16
342.016,16
342.159,16
342.266,16
342.409,15
342.516,16
342.659,16
342.766,16
342.909,16
343.016,16
343.159,16
343.266,16
343.409,16
343.516,16
343.659,16
343.766,16
343.909,16
344.016,16
344.159,16
344.266,16
344.409,16
344.516,16
344.659,16
344.766,16
344.909,16
345.016,16
345.159,16
345.266,16
345.409,16
345.516,16
345.659,16
345.766,16
345.909,16
346.016,16
346.159,16
346.266,16
346.409,16
346.516,16
346.659,16
346.766,16
346.909,16
347.016,16
347.159,16
347.266,16
347.409,16
347.516,16
347.659,16
347.766,16
347.909,16
348.016,16
348.158,16
348.266,16
348.408,16
348.516,16
348.658,16
348.766,16
348.908,16
349.016,16
349.158,16
349.266,16
349.408,16
349.516,16
349.658,16
349.766,16
349.908,16
350.016,16
350.158,16
350.266,16
350.408,16
350.516,16
350.658,16
350.766,16
350.908,16
351.016,16
351.158,16
351.266,16
351.408,16
351.516,16
351.658,16
351.766,16
351.908,16
352.016,16
352.158,16
352.266,16
352.408,16
352.516,16
352.658,16
352.766,16
352.908,16
353.016,16
353.158,16
353.266,16
353.408,16
353.516,16
353.658,16
353.766,16
353.908,16
354.016,16
354.158,16
354.266,16
354.408,16
354.516,16
354.658,16
354.766,16
354.908,16
355.016,16
355.158,16
355.266,16
355.408,16
355.516,16
355.658,16
355.766,16
355.908,16
356.016,16
356.158,16
356.266,16
356.408,16
356.516,16
356.658,16
356.783,16
356.908,16
357.016,16
357.158,16
357.266,16
357.408,16
357.516,16
357.658,16
357.783,16
357.908,16
358.016,16
358.158,16
358.266,16
358.408,16
358.516,16
358.658,16
358.766,16
358.907,16
359.016,16
359.157,16
359.266,16
359.407,16
359.516,16
359.657,16
359.782,16
359.907,16
360.016,16
360.157,16
360.266,16
360.407,16
360.516,16
360.657,16
360.766,15
360.907,16
361.016,16
361.157,16
361.266,16
361.407,16
361.516,15
361.657,16
361.766,15
361.907,15
362.016,15
362.157,15
362.266,15
362.407,15
362.516,15
362.657,15
362.782,15
362.907,15
363.016,15
363.157,15
363.266,15
363.407,15
363.516,15
363.657,15
363.782,15
363.907,15
364.016,15
364.157,15
364.266,15
364.407,15
364.516,15
364.657,15
364.782,15
364.907,15
365.016,15
365.157,15
365.266,15
365.407,15
365.516,15
365.657,15
365.766,15
365.907,15
366.016,15
366.157,15
366.266,15
366.407,15
366.516,15
366.657,15
366.766,15
366.907,15
367.016,15
367.157,15
367.266,15
367.407,15
367.516,15
367.657,15
367.782,15
367.907,15
368.016,15
368.157,15
368.266,15
368.407,15
368.516,15
368.657,15
368.766,15
368.907,15
369.016,15
369.157,15
369.266,15
369.407,15
369.516,15
369.656,15
369.766,15
369.906,15
370.016,15
370.156,15
370.266,15
370.406,15
370.516,15
370.656,15
370.781,15
370.906,15
371.016,15
371.156,15
371.266,15
371.406,15
371.516,15
371.656,15
371.781,15
371.906,15
372.016,15
372.156,15
372.266,15
372.406,15
372.516,15
372.656,15
372.766,15
372.906,16
373.016,16
373.156,16
373.266,16
373.406,16
373.516,16
373.656,15
373.781,15
373.906,15
374.016,15
374.156,15
374.266,15
374.406,15
374.516,16
374.656,16
374.766,16
374.906,16
375.016,16
375.156,16
375.266,16
375.406,16
375.516,16
375.656,16
375.766,16
375.906,16
376.016,16
376.156,16
376.266,16
376.406,16
376.516,16
376.656,16
376.766,16
376.906,16
377.016,16
377.156,16
377.266,16
377.406,16
377.516,16
377.656,16
377.781,16
377.906,16
378.016,16
378.156,16
378.266,16
378.406,16
378.516,16
378.656,16
378.766,16
378.906,16
379.016,16
379.156,16
379.266,16
379.406,16
379.516,16
379.656,16
379.781,16
379.906,16
380.016,16
380.156,16
380.266,16
380.405,16
380.516,16
380.655,16
380.766,16
380.905,16
381.016,16
381.155,16
381.266,16
381.405,16
381.516,16
381.655,16
381.766,16
381.905,16
382.016,16
382.155,16
382.266,16
382.405,16
382.516,16
382.655,16
382.766,16
382.905,16
383.016,16
383.155,16
383.266,16
383.405,16
383.516,16
383.655,16
383.766,16
383.905,16
384.016,16
384.155,16
384.266,16
384.405,16
384.516,16
384.655,15
384.766,16
384.905,16
385.016,16
385.155,16
385.266,16
385.405,16
385.516,16
385.655,16
385.766,16
385.905,16
386.016,16
386.155,16
386.266,16
386.405,16
386.516,16
386.655,16
386.766,16
386.905,16
387.016,15
387.155,16
387.266,16
387.405,15
387.516,16
387.655,16
387.766,16
387.905,16
388.016,16
388.155,16
388.266,15
388.405,15
388.516,16
388.655,15
388.766,15
