Time,ECEF_position_Z
339.159,4491002.8
339.266,4491005.54
339.409,4491008.36
339.516,4491011.2
339.659,4491013.98
339.766,4491016.79
339.909,4491019.65
340.016,4491022.47
340.159,4491025.27
340.266,4491028.04
340.409,4491030.82
340.516,4491033.61
340.659,4491036.22
340.766,4491038.69
340.909,4491041.07
341.016,4491043.41
341.159,4491045.64
341.266,4491047.78
341.409,4491049.78
341.516,4491051.6
341.659,4491053.29
341.766,4491054.89
341.909,4491056.1
342.016,4491057.19
342.159,4491058.06
342.266,4491058.76
342.409,4491059.44
342.516,4491059.87
342.659,4491060.28
342.766,4491060.51
342.909,4491060.38
343.016,4491060.35
343.159,4491059.98
343.266,4491059.41
343.409,4491058.81
343.516,4491058.2
343.659,4491057.51
343.766,4491056.84
343.909,4491056.07
344.016,4491055.33
344.159,4491054.56
344.266,4491053.7
344.409,4491052.89
344.516,4491052.04
344.659,4491051.18
344.766,4491050.24
344.909,4491049.21
345.016,4491048.03
345.159,4491046.71
345.266,4491045.3
345.409,4491043.8
345.516,4491042.16
345.659,4491040.54
345.766,4491038.84
345.909,4491037.04
346.016,4491035.26
346.159,4491033.29
346.266,4491031.35
346.409,4491029.38
346.516,4491027.32
346.659,4491025.24
346.766,4491023.27
346.909,4491021.22
347.016,4491019.17
347.159,4491017.18
347.266,4491015.3
347.409,4491013.52
347.516,4491011.84
347.659,4491010.27
347.766,4491008.77
347.909,4491007.43
348.016,4491006.26
348.158,4491005.29
348.266,4491004.47
348.408,4491003.86
348.516,4491003.45
348.658,4491003.29
348.766,4491003.27
348.908,4491003.47
349.016,4491003.85
349.158,4491004.47
349.266,4491005.26
349.408,4491006.19
349.516,4491007.31
349.658,4491008.56
349.766,4491009.98
349.908,4491011.47
350.016,4491013.07
350.158,4491014.79
350.266,4491016.58
350.408,4491018.43
350.516,4491020.33
350.658,4491022.19
350.766,4491024.04
350.908,4491025.79
351.016,4491027.41
351.158,4491028.94
351.266,4491030.35
351.408,4491031.59
351.516,4491032.7
351.658,4491033.59
351.766,4491034.32
351.908,4491034.83
352.016,4491035.18
352.158,4491035.38
352.266,4491035.34
352.408,4491035.08
352.516,4491034.6
352.658,4491033.97
352.766,4491033.03
352.908,4491031.99
353.016,4491030.69
353.158,4491029.14
353.266,4491027.54
353.408,4491025.83
353.516,4491023.97
353.658,4491022.02
353.766,4491019.94
353.908,4491017.86
354.016,4491015.74
354.158,4491013.57
354.266,4491011.35
354.408,4491009.11
354.516,4491006.86
354.658,4491004.65
354.766,4491002.47
354.908,4491000.3
355.016,4490998.12
355.158,4490995.98
355.266,4490993.79
355.408,4490991.64
355.516,4490989.48
355.658,4490987.36
355.766,4490985.23
355.908,4490983.1
356.016,4490980.95
356.158,4490978.74
356.266,4490976.48
356.408,4490974.18
356.516,4490971.84
356.658,4490969.59
356.783,4490967.37
356.908,4490965.27
357.016,4490963.18
357.158,4490961.15
357.266,4490959.14
357.408,4490957.23
357.516,4490955.35
357.658,4490953.56
357.783,4490951.87
357.908,4490950.26
358.016,4490948.69
358.158,4490947.3
358.266,4490946.01
358.408,4490944.9
358.516,4490943.78
358.658,4490942.83
358.766,4490942.29
358.907,4490941.85
359.016,4490941.59
359.157,4490941.54
359.266,4490941.74
359.407,4490942.15
359.516,4490942.61
359.657,4490943.22
359.782,4490944.07
359.907,4490945.1
360.016,4490946.44
360.157,4490947.84
360.266,4490949.3
360.407,4490950.85
360.516,4490952.48
360.657,4490954.24
360.766,4490956
360.907,4490957.83
361.016,4490959.77
361.157,4490961.72
361.266,4490963.72
361.407,4490965.79
361.516,4490967.91
361.657,4490970.11
361.766,4490972.31
361.907,4490974.6
362.016,4490976.9
362.157,4490979.25
