Time,ECEF_position_Z
362.266,4490981.63
362.407,4490983.96
362.516,4490986.24
362.657,4490988.45
362.782,4490990.49
362.907,4490992.37
363.016,4490994.11
363.157,4490995.68
363.266,4490997.13
363.407,4490998.34
363.516,4490999.42
363.657,4491000.29
363.782,4491000.99
363.907,4491001.48
364.016,4491001.68
364.157,4491001.56
364.266,4491001.45
364.407,4491001.02
364.516,4491000.42
364.657,4490999.7
364.782,4490998.63
364.907,4490997.45
365.016,4490996.14
365.157,4490994.72
365.266,4490993.07
365.407,4490991.39
365.516,4490989.61
365.657,4490987.78
365.766,4490985.91
365.907,4490983.96
366.016,4490981.91
366.157,4490979.81
366.266,4490977.64
366.407,4490975.42
366.516,4490973.17
366.657,4490970.86
366.766,4490968.53
366.907,4490966.32
367.016,4490964.12
367.157,4490962
367.266,4490959.95
367.407,4490957.78
367.516,4490955.77
367.657,4490953.7
367.782,4490951.81
367.907,4490949.9
368.016,4490948.14
368.157,4490946.5
368.266,4490945.04
368.407,4490943.72
368.516,4490942.55
368.657,4490941.53
368.766,4490940.66
368.907,4490940.03
369.016,4490939.63
369.157,4490939.41
369.266,4490939.35
369.407,4490939.47
369.516,4490939.8
369.656,4490940.4
369.766,4490941.14
369.906,4490941.97
370.016,4490942.9
370.156,4490944
370.266,4490945.24
370.406,4490946.61
370.516,4490948.12
370.656,4490949.73
370.781,4490951.46
370.906,4490953.21
371.016,4490955.01
371.156,4490956.69
371.266,4490958.21
371.406,4490959.68
371.516,4490961.06
371.656,4490962.27
371.781,4490963.22
371.906,4490964.01
372.016,4490964.55
372.156,4490964.96
372.266,4490965.1
372.406,4490964.98
372.516,4490964.73
372.656,4490964.13
372.766,4490963.42
372.906,4490962.55
373.016,4490961.51
373.156,4490960.33
373.266,4490959.03
373.406,4490957.55
373.516,4490955.99
373.656,4490954.32
373.781,4490952.65
373.906,4490950.86
374.016,4490948.95
374.156,4490947.02
374.266,4490945
374.406,4490942.9
374.516,4490940.81
374.656,4490938.63
374.766,4490936.52
374.906,4490934.39
375.016,4490932.36
375.156,4490930.43
375.266,4490928.66
375.406,4490927
375.516,4490925.69
375.656,4490924.29
375.766,4490923.14
375.906,4490922.02
376.016,4490921.18
376.156,4490920.44
376.266,4490919.84
376.406,4490919.22
376.516,4490918.61
376.656,4490917.95
376.766,4490917.11
376.906,4490916.21
377.016,4490915.21
377.156,4490914.12
377.266,4490912.93
377.406,4490911.62
377.516,4490910.22
377.656,4490908.79
377.781,4490907.35
377.906,4490905.9
378.016,4490904.49
378.156,4490903.1
378.266,4490901.71
378.406,4490900.41
378.516,4490899.22
378.656,4490898.1
378.766,4490897.1
378.906,4490896.33
379.016,4490895.8
379.156,4490895.41
379.266,4490895.2
379.406,4490895.16
379.516,4490895.23
379.656,4490895.5
379.781,4490895.92
379.906,4490896.46
380.016,4490897.12
380.156,4490897.9
380.266,4490898.9
380.405,4490899.95
380.516,4490901.11
380.655,4490902.41
380.766,4490903.77
380.905,4490905.15
381.016,4490906.53
381.155,4490907.75
381.266,4490908.96
381.405,4490910.05
381.516,4490911.08
381.655,4490912.04
381.766,4490912.79
381.905,4490913.41
382.016,4490913.87
382.155,4490914.2
382.266,4490914.33
382.405,4490914.19
382.516,4490914.05
382.655,4490913.68
382.766,4490913.15
382.905,4490912.52
383.016,4490911.64
383.155,4490910.92
383.266,4490910.41
383.405,4490909.99
383.516,4490909.78
383.655,4490909.67
383.766,4490909.79
383.905,4490910.12
384.016,4490910.62
384.155,4490911.36
384.266,4490912.28
384.405,4490913.36
384.516,4490914.7
384.655,4490916.24
384.766,4490917.95
384.905,4490919.78
385.016,4490921.61
385.155,4490923.58
385.266,4490925.67
385.405,4490927.82
385.516,4490930.04
385.655,4490932.3
385.766,4490934.52
385.905,4490936.8
386.016,4490939.1
386.155,4490941.37
386.266,4490943.71
386.405,4490946.03
386.516,4490948.47
386.655,4490950.89
386.766,4490953.39
386.905,4490955.91
387.016,4490958.45
387.155,4490961.01
387.266,4490963.6
387.405,4490966.21
387.516,4490968.84
387.655,4490971.51
387.766,4490974.18
387.905,4490976.87
388.016,4490979.58
388.155,4490982.29
388.266,4490985.05
388.405,4490987.76
388.516,4490990.58
388.655,4490993.34
388.766,4490996.13
