Time,ECEF_velocity_Y
339.159,1.36
339.266,1.7
339.409,1.09
339.516,1.33
339.659,1.69
339.766,1.92
339.909,2.04
340.016,2.37
340.159,2.88
340.266,3.64
340.409,4.44
340.516,5.68
340.659,7.05
340.766,8.93
340.909,10.68
341.016,12.29
341.159,14.51
341.266,16.12
341.409,17.9
341.516,19.45
341.659,21.21
341.766,22.51
341.909,23.97
342.016,24.57
342.159,25.56
342.266,26.54
342.409,27.13
342.516,27.59
342.659,28.99
342.766,29.57
342.909,29.82
343.016,30.31
343.159,30.79
343.266,30.91
343.409,30.9
343.516,31.12
343.659,31.2
343.766,31.29
343.909,31.52
344.016,31.5
344.159,31.76
344.266,31.76
344.409,31.88
344.516,31.82
344.659,31.74
344.766,31.56
344.909,31.48
345.016,30.95
345.159,30.5
345.266,29.99
345.409,29.29
345.516,28.32
345.659,26.88
345.766,25.21
345.909,23.56
346.016,21.98
346.159,19.76
346.266,17.94
346.409,16
346.516,13.92
346.659,11.66
346.766,10.09
346.909,7.88
347.016,6.08
347.159,3.54
347.266,1.38
347.409,-0.94
347.516,-3.63
347.659,-5.63
347.766,-7.66
347.909,-9.63
348.016,-11.41
348.158,-13.44
348.266,-15.24
348.408,-17.21
348.516,-18.93
348.658,-20.23
348.766,-21.15
348.908,-21.94
349.016,-22.43
349.158,-22.74
349.266,-22.63
349.408,-22.42
349.516,-22.07
349.658,-21.5
349.766,-20.84
349.908,-20.28
350.016,-19.76
350.158,-19.38
350.266,-19.16
350.408,-19.12
350.516,-19.34
350.658,-19.95
350.766,-20.66
350.908,-21.66
351.016,-22.87
351.158,-23.84
351.266,-24.79
351.408,-25.16
351.516,-24.98
351.658,-24.8
351.766,-24.47
351.908,-23.86
352.016,-23.52
352.158,-22.6
352.266,-21.58
352.408,-20.75
352.516,-20.02
352.658,-19.44
352.766,-18.03
352.908,-16.87
353.016,-15.85
353.158,-14.29
353.266,-12.59
353.408,-10.63
353.516,-8.32
353.658,-6.33
353.766,-4.15
353.908,-2.38
354.016,-0.91
354.158,0.44
354.266,0.44
354.408,0.72
354.516,-0.53
354.658,-1.66
354.766,-3.12
354.908,-4.63
355.016,-6.09
355.158,-7.21
355.266,-8.16
355.408,-9.02
355.516,-9.72
355.658,-10.82
355.766,-11.68
355.908,-12.16
356.016,-12.27
356.158,-11.99
356.266,-11.41
356.408,-10.44
356.516,-9.46
356.658,-8.51
356.783,-7.96
356.908,-7.24
357.016,-6.36
357.158,-5.06
357.266,-3.12
357.408,-1.97
357.516,-0.31
357.658,1.34
357.783,2.6
357.908,4.48
358.016,6.17
358.158,7.73
358.266,9.14
358.408,10.64
358.516,11.69
358.658,12.65
358.766,13.75
358.907,14.52
359.016,15.19
359.157,15.46
359.266,15.68
359.407,15.15
359.516,14.51
359.657,13.8
359.782,12.6
359.907,11.22
