Time,ECEF_velocity_Y
360.016,9.73
360.157,8.25
360.266,7.21
360.407,6.09
360.516,5.18
360.657,4.51
360.766,3.84
360.907,3.2
361.016,2.63
361.157,2.34
361.266,2.34
361.407,2.58
361.516,2.72
361.657,3.07
361.766,3.03
361.907,2.97
362.016,2.91
362.157,2.94
362.266,3.26
362.407,4.37
362.516,5.99
362.657,7.71
362.782,9.66
362.907,11.24
363.016,12.52
363.157,14.32
363.266,15.62
363.407,17.31
363.516,18.19
363.657,19.64
363.782,20.82
363.907,22.13
364.016,23.29
364.157,24.07
364.266,24.32
364.407,24.92
364.516,24.76
364.657,24.37
364.782,24.57
364.907,24.04
365.016,23.4
365.157,22.87
365.266,21.99
365.407,21.46
365.516,21.14
365.657,20.72
365.766,20.6
365.907,20.03
366.016,19.7
366.157,19.36
366.266,19.08
366.407,18.64
366.516,18.22
366.657,17.74
366.766,17.07
366.907,15.97
367.016,15.15
367.157,13.81
367.266,12.32
367.407,10.59
367.516,9.56
367.657,7.27
367.782,5.84
367.907,3.49
368.016,1.71
368.157,-0.3
368.266,-1.98
368.407,-4.36
368.516,-6.28
368.657,-8.16
368.766,-10.18
368.907,-11.25
369.016,-13.07
369.157,-14.5
369.266,-15.11
369.407,-15.82
369.516,-16.15
369.656,-16.25
369.766,-15.95
369.906,-15.8
370.016,-15.34
370.156,-14.67
370.266,-13.72
370.406,-12.75
370.516,-11.5
370.656,-10.2
370.781,-9.19
370.906,-8.82
371.016,-9.41
371.156,-10.1
371.266,-11.11
371.406,-11.56
371.516,-12.46
371.656,-13.2
371.781,-13.77
371.906,-14.51
372.016,-14.93
372.156,-15.41
372.266,-16.02
372.406,-15.62
372.516,-15.72
372.656,-15.3
372.766,-14.54
372.906,-13.78
373.016,-12.6
373.156,-11.28
373.266,-9.8
373.406,-8.73
373.516,-7.33
373.656,-6.67
373.781,-5.11
373.906,-3.71
374.016,-2.17
374.156,-1.53
374.266,-0.42
374.406,0.47
374.516,2.01
374.656,4.38
374.766,6.43
374.906,8.59
375.016,11.09
375.156,13.32
375.266,15.53
375.406,17.65
375.516,19.11
375.656,20.39
375.766,21.47
375.906,22.52
376.016,23.44
376.156,24.22
376.266,25.02
376.406,24.87
376.516,23.97
376.656,23.07
376.766,22.17
376.906,21.08
377.016,19.82
377.156,18.45
377.266,16.82
377.406,14.7
377.516,12.43
377.656,10.43
377.781,7.87
377.906,5.25
378.016,3.35
378.156,1.01
378.266,-1.88
378.406,-3.43
378.516,-5.87
378.656,-8.32
378.766,-9.95
378.906,-11.93
379.016,-13.7
379.156,-15.15
379.266,-16.68
379.406,-17.54
379.516,-18.22
379.656,-18.89
379.781,-19.22
379.906,-19.68
380.016,-19.78
380.156,-20
380.266,-19.91
380.405,-19.86
380.516,-19.99
380.655,-19.97
380.766,-20.21
380.905,-20.74
381.016,-21.48
381.155,-22.2
381.266,-23.11
381.405,-23.92
381.516,-24.69
381.655,-25.39
381.766,-26.1
381.905,-26.7
382.016,-26.96
382.155,-26.97
382.266,-26.97
382.405,-26.75
382.516,-26.29
382.655,-26.06
382.766,-25.82
382.905,-25.53
383.016,-25.5
383.155,-25.51
383.266,-24.97
383.405,-25.14
383.516,-25.06
383.655,-24.55
383.766,-24.22
383.905,-23.88
384.016,-23.18
384.155,-22.47
384.266,-22.1
384.405,-21.43
384.516,-20.3
384.655,-18.99
384.766,-17.76
384.905,-16.8
385.016,-15.45
385.155,-13.91
385.266,-11.87
385.405,-10.04
385.516,-8.04
385.655,-5.95
385.766,-4.1
385.905,-2.28
386.016,-0.83
386.155,0.37
386.266,1.31
386.405,1.76
386.516,1.95
386.655,2.03
386.766,2
386.905,1.94
387.016,1.95
387.155,1.89
387.266,1.96
387.405,2.07
387.516,2.16
387.655,2.29
387.766,2.53
387.905,2.68
388.016,2.86
388.155,3.05
388.266,3.15
388.405,3.29
388.516,3.09
388.655,3.17
388.766,3.19
