Time,ECEF_position_X
339.159,4412888.59
339.266,4412885.66
339.409,4412882.73
339.516,4412879.78
339.659,4412876.75
339.766,4412873.81
339.909,4412870.97
340.016,4412868.08
340.159,4412865.18
340.266,4412862.31
340.409,4412859.5
340.516,4412856.72
340.659,4412853.92
340.766,4412850.98
340.909,4412848.13
341.016,4412845.36
341.159,4412842.72
341.266,4412840.15
341.409,4412837.67
341.516,4412835.15
341.659,4412832.77
341.766,4412830.64
341.909,4412828.31
342.016,4412826.42
342.159,4412824.6
342.266,4412822.82
342.409,4412821.16
342.516,4412819.81
342.659,4412819.09
342.766,4412818.36
342.909,4412817.46
343.016,4412817.13
343.159,4412816.67
343.266,4412816.42
343.409,4412816.1
343.516,4412815.96
343.659,4412815.76
343.766,4412815.69
343.909,4412815.52
344.016,4412815.42
344.159,4412815.33
344.266,4412815.21
344.409,4412815.16
344.516,4412815.18
344.659,4412815.28
344.766,4412815.44
344.909,4412815.67
345.016,4412815.94
345.159,4412816.4
345.266,4412817.01
345.409,4412817.8
345.516,4412818.66
345.659,4412819.66
345.766,4412820.78
345.909,4412822
346.016,4412823.28
346.159,4412824.75
346.266,4412826.26
346.409,4412827.88
346.516,4412829.62
346.659,4412831.39
346.766,4412833.34
346.909,4412835.28
347.016,4412837.21
347.159,4412839.14
347.266,4412841.08
347.409,4412843.04
347.516,4412844.93
347.659,4412846.81
347.766,4412848.57
347.909,4412850.22
348.016,4412851.79
348.158,4412853.25
348.266,4412854.63
348.408,4412855.81
348.516,4412856.81
348.658,4412857.69
348.766,4412858.37
348.908,4412858.84
349.016,4412859.18
349.158,4412859.31
349.266,4412859.19
349.408,4412858.92
349.516,4412858.47
349.658,4412857.83
349.766,4412856.97
349.908,4412855.93
350.016,4412854.62
350.158,4412853.28
350.266,4412851.89
350.408,4412850.44
350.516,4412849
350.658,4412847.6
350.766,4412846.26
350.908,4412844.98
351.016,4412843.86
351.158,4412842.87
351.266,4412842.08
351.408,4412841.46
351.516,4412840.97
351.658,4412840.64
351.766,4412840.45
351.908,4412840.52
352.016,4412840.71
352.158,4412841.23
352.266,4412841.88
352.408,4412842.61
352.516,4412843.58
352.658,4412844.74
352.766,4412846.15
352.908,4412847.68
353.016,4412849.27
353.158,4412850.84
353.266,4412852.58
353.408,4412854.49
353.516,4412856.59
353.658,4412858.7
353.766,4412860.84
353.908,4412863.07
354.016,4412865.34
354.158,4412867.7
354.266,4412869.99
354.408,4412872.25
354.516,4412874.56
354.658,4412876.9
354.766,4412879.27
354.908,4412881.67
355.016,4412884.07
355.158,4412886.54
355.266,4412888.98
355.408,4412891.46
355.516,4412893.95
355.658,4412896.43
355.766,4412898.9
355.908,4412901.41
356.016,4412903.96
356.158,4412906.53
356.266,4412909.16
356.408,4412911.84
356.516,4412914.51
356.658,4412917.08
356.783,4412919.56
356.908,4412921.92
357.016,4412924.21
357.158,4412926.4
357.266,4412928.46
357.408,4412930.5
357.516,4412932.39
357.658,4412934.22
357.783,4412935.95
357.908,4412937.54
358.016,4412938.93
358.158,4412940.16
358.266,4412941.22
358.408,4412942.14
358.516,4412942.92
358.658,4412943.44
358.766,4412943.69
358.907,4412943.77
359.016,4412943.59
359.157,4412943.22
359.266,4412942.67
359.407,4412941.73
359.516,4412940.86
359.657,4412939.81
359.782,4412938.67
359.907,4412937.35
360.016,4412935.77
360.157,4412934.13
360.266,4412932.41
360.407,4412930.66
360.516,4412928.8
360.657,4412926.9
360.766,4412924.91
360.907,4412922.89
361.016,4412920.83
361.157,4412918.7
361.266,4412916.48
361.407,4412914.27
361.516,4412912.01
361.657,4412909.7
361.766,4412907.34
361.907,4412904.95
362.016,4412902.51
362.157,4412900.07
362.266,4412897.61
362.407,4412895.1
362.516,4412892.58
362.657,4412890.12
362.782,4412887.75
362.907,4412885.42
363.016,4412883.28
363.157,4412881.22
363.266,4412879.32
363.407,4412877.55
363.516,4412875.91
363.657,4412874.46
363.782,4412873.14
363.907,4412872.11
364.016,4412871.31
364.157,4412870.66
364.266,4412870.22
364.407,4412869.94
364.516,4412869.92
364.657,4412870.12
364.782,4412870.43
364.907,4412870.94
365.016,4412871.64
365.157,4412872.47
365.266,4412873.5
365.407,4412874.59
