Time,ECEF_position_X
365.516,4412875.81
365.657,4412877.15
365.766,4412878.57
365.907,4412880.07
366.016,4412881.63
366.157,4412883.23
366.266,4412884.89
366.407,4412886.61
366.516,4412888.46
366.657,4412890.35
366.766,4412892.26
366.907,4412894.14
367.016,4412895.95
367.157,4412897.73
367.266,4412899.62
367.407,4412901.46
367.516,4412903.22
367.657,4412904.97
367.782,4412906.71
367.907,4412908.48
368.016,4412910.23
368.157,4412912
368.266,4412913.65
368.407,4412915.17
368.516,4412916.64
368.657,4412917.98
368.766,4412919.06
368.907,4412920.07
369.016,4412920.96
369.157,4412921.59
369.266,4412922.08
369.407,4412922.35
369.516,4412922.5
369.656,4412922.47
369.766,4412922.19
369.906,4412921.76
370.016,4412921.13
370.156,4412920.34
370.266,4412919.36
370.406,4412918.25
370.516,4412916.97
370.656,4412915.5
370.781,4412913.99
370.906,4412912.39
371.016,4412910.79
371.156,4412909.26
371.266,4412907.89
371.406,4412906.63
371.516,4412905.71
371.656,4412904.88
371.781,4412904.27
371.906,4412903.8
372.016,4412903.6
372.156,4412903.61
372.266,4412903.92
372.406,4412904.49
372.516,4412905.15
372.656,4412906.04
372.766,4412907.13
372.906,4412908.41
373.016,4412909.8
373.156,4412911.31
373.266,4412912.94
373.406,4412914.64
373.516,4412916.36
373.656,4412918.09
373.781,4412920.04
373.906,4412922.02
374.016,4412923.96
374.156,4412926.03
374.266,4412928.02
374.406,4412930.09
374.516,4412932.16
374.656,4412934.09
374.766,4412936.01
374.906,4412937.85
375.016,4412939.66
375.156,4412941.26
375.266,4412942.72
375.406,4412944.01
375.516,4412945.1
375.656,4412946.01
375.766,4412946.62
375.906,4412947.13
376.016,4412947.39
376.156,4412947.48
376.266,4412947.46
376.406,4412947.35
376.516,4412947.3
376.656,4412947.3
376.766,4412947.49
376.906,4412947.76
377.016,4412948.31
377.156,4412948.88
377.266,4412949.68
377.406,4412950.58
377.516,4412951.65
377.656,4412952.78
377.781,4412954.08
377.906,4412955.41
378.016,4412956.87
378.156,4412958.38
378.266,4412959.81
378.406,4412961.36
378.516,4412962.8
378.656,4412964.18
378.766,4412965.53
378.906,4412966.66
379.016,4412967.66
379.156,4412968.53
379.266,4412969.25
379.406,4412969.83
379.516,4412970.21
379.656,4412970.46
379.781,4412970.56
379.906,4412970.61
380.016,4412970.46
380.156,4412970.17
380.266,4412969.66
380.405,4412969.07
380.516,4412968.31
380.655,4412967.48
380.766,4412966.67
380.905,4412965.83
381.016,4412965.02
381.155,4412964.2
381.266,4412963.51
381.405,4412963.02
381.516,4412962.58
381.655,4412962.36
381.766,4412962.28
381.905,4412962.29
382.016,4412962.51
382.155,4412962.92
382.266,4412963.47
382.405,4412964.23
382.516,4412965.02
382.655,4412965.95
382.766,4412967.05
382.905,4412968.33
383.016,4412969.91
383.155,4412971.27
383.266,4412972.55
383.405,4412973.56
383.516,4412974.44
383.655,4412975.21
383.766,4412975.73
383.905,4412976.07
384.016,4412976.08
384.155,4412975.93
384.266,4412975.54
384.405,4412975
384.516,4412974.21
384.655,4412973.19
384.766,4412971.99
384.905,4412970.72
385.016,4412969.22
385.155,4412967.54
385.266,4412965.67
385.405,4412963.68
385.516,4412961.62
385.655,4412959.41
385.766,4412957.12
385.905,4412954.73
386.016,4412952.31
386.155,4412949.83
386.266,4412947.34
386.405,4412944.82
386.516,4412942.28
386.655,4412939.72
386.766,4412937.17
386.905,4412934.58
387.016,4412931.95
387.155,4412929.28
387.266,4412926.59
387.405,4412923.88
387.516,4412921.17
387.655,4412918.51
387.766,4412915.79
387.905,4412913.02
388.016,4412910.22
388.155,4412907.42
388.266,4412904.57
388.405,4412901.72
388.516,4412898.89
388.655,4412895.97
388.766,4412893.08
