Time,ECEF_position_Y
539.641,950053.51
539.749,950053.74
539.891,950053.94
539.999,950054.06
540.141,950054.21
540.249,950054.39
540.39,950054.61
540.499,950054.86
540.64,950055.21
540.749,950055.62
540.89,950056.15
540.999,950056.88
541.14,950057.74
541.249,950058.77
541.39,950060.01
541.499,950061.55
541.64,950063.28
541.749,950065.23
541.89,950067.38
541.999,950069.84
542.14,950072.4
542.249,950075.19
542.39,950078.09
542.499,950081.09
542.64,950084.3
542.749,950087.61
542.89,950091.09
542.999,950094.89
543.14,950098.8
543.249,950102.49
543.39,950106.22
543.499,950109.94
543.64,950113.68
543.749,950117.43
543.89,950121.19
543.999,950124.95
544.14,950128.74
544.249,950132.58
544.39,950136.43
544.499,950140.29
544.64,950144.19
544.749,950148.1
544.89,950151.99
544.999,950155.76
545.14,950159.46
545.249,950163.1
545.39,950166.67
545.499,950170.13
545.64,950173.56
545.749,950177.02
545.89,950180.41
545.999,950183.79
546.14,950187.18
546.249,950190.52
546.39,950193.77
546.499,950196.78
546.64,950199.62
546.749,950202.3
546.89,950204.74
546.999,950206.98
547.14,950208.98
547.249,950210.7
547.39,950212.17
547.499,950213.34
547.64,950214.17
547.749,950214.77
547.89,950215.05
547.999,950215.13
548.14,950214.89
548.249,950214.24
548.39,950213.25
548.499,950212.04
548.64,950210.55
548.749,950208.85
548.89,950206.91
548.999,950204.8
549.14,950202.37
549.249,950199.96
549.39,950197.34
549.499,950194.67
549.64,950191.77
549.749,950188.95
549.89,950186.14
549.999,950183.37
550.14,950180.63
550.249,950177.91
550.39,950175.27
550.499,950172.69
550.64,950170.14
550.749,950167.69
550.89,950165.28
550.999,950162.86
551.139,950160.42
551.249,950157.9
551.389,950155.3
551.499,950152.6
551.639,950149.77
551.749,950146.8
551.889,950143.71
551.999,950140.51
552.139,950137.24
552.249,950133.97
552.389,950130.76
552.499,950127.6
552.639,950124.49
552.749,950121.53
552.889,950118.69
552.999,950115.93
553.139,950113.31
553.249,950110.87
553.389,950108.55
553.499,950106.41
553.639,950104.42
553.749,950102.56
553.889,950100.97
553.999,950099.53
554.139,950098.46
554.249,950097.67
554.389,950097.22
554.499,950097
554.639,950097.01
554.749,950097.12
554.889,950097.25
554.999,950097.33
555.139,950097.36
555.249,950097.17
555.389,950096.84
555.499,950096.3
555.639,950095.68
555.749,950094.89
555.889,950093.95
555.999,950092.83
556.139,950091.55
556.249,950090.18
556.389,950088.67
556.499,950087.08
556.639,950085.47
556.749,950083.88
556.889,950082.38
556.999,950080.99
557.139,950079.73
557.249,950078.62
557.389,950077.64
557.499,950076.74
557.639,950075.94
557.749,950075.31
557.889,950074.81
557.999,950074.48
558.139,950074.36
558.249,950074.42
558.389,950074.74
558.499,950075.27
558.639,950076.02
558.749,950076.93
558.889,950078.09
558.999,950079.42
559.139,950080.95
559.249,950082.65
559.389,950084.53
559.499,950086.47
559.639,950088.52
559.749,950090.65
559.889,950092.7
559.999,950094.71
560.139,950096.67
560.249,950098.53
560.389,950100.33
560.499,950101.93
560.639,950103.34
560.749,950104.61
560.889,950105.7
560.999,950106.58
561.139,950107.37
561.249,950108
561.389,950108.41
561.499,950108.69
561.638,950108.84
561.749,950108.85
561.888,950108.78
561.999,950108.68
562.138,950108.57
562.249,950108.54
562.388,950108.54
562.499,950108.65
562.638,950108.89
562.749,950109.22
562.888,950109.73
562.999,950110.45
563.138,950111.38
563.249,950112.54
563.388,950113.88
563.499,950115.46
563.638,950117.24
563.749,950119.25
563.888,950121.4
563.999,950123.77
564.138,950126.34
564.249,950129.11
564.388,950131.97
564.499,950134.95
564.638,950138.03
564.749,950141.22
564.888,950144.45
564.999,950147.64
565.138,950150.92
565.249,950154.08
565.388,950157.18
565.499,950160.23
565.638,950163.21
565.749,950166.05
565.888,950168.81
565.999,950171.53
566.138,950174.17
566.249,950176.8
566.388,950179.4
566.499,950181.94
566.638,950184.4
566.749,950186.73
566.888,950188.94
566.999,950191.05
567.138,950193.11
567.249,950195.14
567.388,950197.08
567.499,950198.97
567.638,950200.77
567.749,950202.34
567.888,950203.73
567.999,950204.88
568.138,950205.78
568.249,950206.5
568.388,950206.95
568.499,950207.22
568.638,950207.28
568.749,950206.92
568.888,950206.32
568.999,950205.51
569.138,950204.48
569.249,950203.15
569.388,950201.67
569.499,950199.98
569.638,950198.19
569.749,950196.28
569.888,950194.27
569.999,950192.25
570.138,950190.13
570.249,950188.08
570.388,950186.06
570.499,950184.13
570.638,950182.28
570.749,950180.54
570.888,950178.96
570.999,950177.55
571.138,950176.26
571.249,950175.04
571.388,950173.98
571.499,950172.85
571.638,950171.6
571.749,950170.3
571.888,950168.87
571.999,950167.39
572.138,950165.8
572.249,950164.06
572.387,950162.21
572.499,950160.36
572.637,950158.4
572.749,950156.44
572.887,950154.43
572.999,950152.36
573.137,950150.44
573.249,950148.6
573.387,950146.94
573.499,950145.39
573.637,950144.08
573.749,950142.97
573.887,950142
573.999,950141.18
574.137,950140.49
574.249,950139.99
574.387,950139.53
574.499,950139.15
574.637,950138.8
574.749,950138.59
574.887,950138.46
574.999,950138.66
575.137,950139.13
575.249,950139.86
575.387,950140.92
575.499,950142.26
575.637,950143.9
575.749,950145.77
575.887,950147.97
575.999,950150.32
576.137,950152.92
576.249,950155.55
576.387,950158.37
576.499,950161.3
576.637,950164.36
576.749,950167.49
576.887,950170.7
576.999,950173.87
577.137,950176.85
577.249,950179.7
577.387,950182.43
577.499,950185
577.637,950187.4
577.749,950189.56
577.887,950191.44
577.999,950193.06
578.137,950194.41
578.249,950195.47
578.387,950196.22
578.499,950196.67
578.637,950196.94
578.749,950196.84
578.887,950196.35
578.999,950195.62
579.137,950194.69
579.249,950193.44
579.387,950192.03
579.499,950190.34
579.637,950188.49
579.749,950186.47
579.887,950184.18
579.999,950181.96
580.137,950179.68
580.249,950177.24
580.387,950174.85
580.499,950172.42
580.637,950169.99
580.749,950167.51
580.887,950165.04
580.999,950162.57
581.137,950160.05
581.249,950157.45
581.387,950154.8
581.499,950152.07
581.637,950149.25
581.749,950146.34
581.887,950143.32
581.999,950140.25
582.137,950137.1
582.249,950133.87
582.387,950130.59
582.499,950127.35
582.637,950124.14
582.749,950121.02
582.887,950117.96
582.999,950114.95
583.136,950112.11
583.249,950109.36
583.386,950106.76
583.499,950104.18
583.636,950101.63
583.749,950099.09
583.886,950096.66
583.999,950094.3
584.136,950091.99
584.249,950089.75
584.386,950087.54
584.499,950085.37
584.636,950083.26
584.749,950081.15
584.886,950079.07
584.999,950077.02
585.136,950074.96
585.249,950072.95
585.386,950070.95
585.499,950069
585.636,950067.07
585.749,950065.21
585.886,950063.41
585.999,950061.64
586.136,950059.94
586.249,950058.28
586.386,950056.66
586.499,950055.1
586.636,950053.57
586.749,950052.07
586.886,950050.56
586.999,950049.08
587.136,950047.63
587.249,950046.15
587.386,950044.7
587.499,950043.28
587.636,950041.87
587.749,950040.45
587.886,950039.06
587.999,950037.68
588.136,950036.32
588.249,950034.99
588.386,950033.69
588.499,950032.45
588.636,950031.25
588.749,950030.14
588.886,950029.09
588.999,950028.09
589.136,950027.16
589.249,950026.3
589.386,950025.49
