Time,ECEF_position_X
539.641,4412890.64
539.749,4412887.74
539.891,4412884.75
539.999,4412881.74
540.141,4412878.72
540.249,4412875.84
540.39,4412872.87
540.499,4412870
540.64,4412867.22
540.749,4412864.53
540.89,4412861.74
540.999,4412859.03
541.14,4412856.07
541.249,4412853.2
541.39,4412850.39
541.499,4412847.74
541.64,4412845.17
541.749,4412842.55
541.89,4412839.99
541.999,4412837.49
542.14,4412835.05
542.249,4412832.79
542.39,4412830.47
542.499,4412828.52
542.64,4412826.97
542.749,4412825.36
542.89,4412824.02
542.999,4412823.13
543.14,4412822.53
543.249,4412821.56
543.39,4412820.84
543.499,4412820.3
543.64,4412819.98
543.749,4412819.69
543.89,4412819.55
543.999,4412819.37
544.14,4412819.27
544.249,4412819.21
544.39,4412819.14
544.499,4412819.03
544.64,4412818.93
544.749,4412818.87
544.89,4412818.78
544.999,4412818.74
545.14,4412818.71
545.249,4412818.66
545.39,4412818.62
545.499,4412818.57
545.64,4412818.56
545.749,4412818.68
545.89,4412818.95
545.999,4412819.27
546.14,4412819.76
546.249,4412820.28
546.39,4412821
546.499,4412821.84
546.64,4412822.81
546.749,4412823.73
546.89,4412824.99
546.999,4412826.46
547.14,4412827.97
547.249,4412829.61
547.39,4412831.31
547.499,4412833.1
547.64,4412834.96
547.749,4412836.86
547.89,4412838.88
547.999,4412841
548.14,4412843.06
548.249,4412845.15
548.39,4412847.13
548.499,4412848.97
548.64,4412850.63
548.749,4412852.22
548.89,4412853.7
548.999,4412855.02
549.14,4412856.1
549.249,4412857.13
549.39,4412857.9
549.499,4412858.5
549.64,4412858.75
549.749,4412858.97
549.89,4412858.95
549.999,4412858.77
550.14,4412858.32
550.249,4412857.76
550.39,4412856.96
550.499,4412855.91
550.64,4412854.69
550.749,4412853.46
550.89,4412852.16
550.999,4412850.79
551.139,4412849.36
551.249,4412847.99
551.389,4412846.67
551.499,4412845.37
551.639,4412844.13
551.749,4412843.02
551.889,4412842.05
551.999,4412841.37
552.139,4412840.74
552.249,4412840.37
552.389,4412840.12
552.499,4412840.01
552.639,4412840.08
552.749,4412840.35
552.889,4412840.84
552.999,4412841.47
553.139,4412842.29
553.249,4412843.25
553.389,4412844.42
553.499,4412845.8
553.639,4412847.28
553.749,4412848.89
553.889,4412850.52
553.999,4412852.24
554.139,4412854.12
554.249,4412856.2
554.389,4412858.23
554.499,4412860.36
554.639,4412862.55
