Time,ECEF_velocity_X
554.639,16.54
554.749,16.94
554.889,17.48
554.999,17.96
555.139,17.92
555.249,18.31
555.389,18.62
555.499,18.91
555.639,18.96
555.749,19.21
555.889,19.42
555.999,19.47
556.139,19.58
556.249,19.71
556.389,19.72
556.499,19.76
556.639,19.9
556.749,20.11
556.889,20.39
556.999,20.68
557.139,21.04
557.249,21.22
557.389,20.71
557.499,20.01
557.639,19.46
557.749,18.63
557.889,18.09
557.999,17.34
558.139,16.62
558.249,15.85
558.389,15.17
558.499,14.29
558.639,13.16
558.749,11.94
558.889,10.46
558.999,9.02
559.139,7.58
559.249,6
559.389,4.11
559.499,2.51
559.639,0.56
559.749,-1.11
559.889,-2.98
559.999,-4.6
560.139,-6.23
560.249,-7.58
560.389,-9.17
560.499,-10.25
560.639,-11.21
560.749,-11.9
560.889,-12.92
560.999,-14.04
561.139,-14.72
561.249,-15.27
561.389,-15.85
561.499,-16.22
561.638,-16.68
561.749,-16.89
561.888,-17.23
561.999,-17.61
562.138,-18.06
562.249,-18.46
562.388,-18.75
562.499,-19.08
562.638,-19.37
562.749,-19.72
562.888,-19.94
562.999,-20.05
563.138,-20.02
563.249,-19.63
563.388,-19.05
563.499,-18.57
563.638,-17.95
563.749,-17.02
563.888,-15.88
563.999,-14.67
564.138,-13.25
564.249,-11.88
564.388,-10.57
564.499,-8.62
564.638,-6.87
564.749,-5.32
564.888,-3.76
564.999,-2.42
565.138,-0.63
565.249,1.3
565.388,2.66
565.499,4.16
565.638,5.54
565.749,6.96
565.888,8.21
565.999,8.99
566.138,9.93
566.249,10.63
566.388,11.14
566.499,11.88
566.638,12.39
566.749,13.26
566.888,14.04
566.999,14.8
567.138,15.4
567.249,15.59
567.388,15.27
567.499,14.71
567.638,14.22
567.749,13.9
567.888,13.81
567.999,13.92
568.138,14.13
568.249,14.03
568.388,14.04
568.499,13.91
568.638,13.73
568.749,13.37
568.888,13
568.999,12.29
569.138,11.54
569.249,10.48
569.388,9.37
569.499,8.33
569.638,7.2
569.749,5.48
569.888,4.33
569.999,3
570.138,0.94
570.249,-0.33
570.388,-1.92
570.499,-3.33
570.638,-4.72
570.749,-6.15
570.888,-7.5
570.999,-8.93
571.138,-10.04
571.249,-10.94
571.388,-12
571.499,-12.49
571.638,-12.54
571.749,-11.64
571.888,-10.45
571.999,-9.5
572.138,-8.28
572.249,-6.78
572.387,-5.07
572.499,-3.5
572.637,-1.93
572.749,0.14
572.887,1.83
572.999,4.18
573.137,5.76
573.249,7.24
573.387,8.62
573.499,9.82
573.637,11.06
573.749,11.87
573.887,12.74
573.999,13.26
574.137,13.88
574.249,14.53
574.387,14.99
574.499,15.52
574.637,15.91
574.749,16.17
574.887,16.52
574.999,16.64
575.137,16.31
575.249,16.06
575.387,15.27
575.499,14.44
575.637,13.46
575.749,12.27
575.887,10.55
575.999,9.47
576.137,7.56
576.249,6.81
576.387,4.91
576.499,3.53
576.637,2.12
576.749,0.94
576.887,0.46
576.999,0.19
577.137,0.45
577.249,1.09
577.387,2.06
577.499,2.65
577.637,3.81
577.749,4.85
577.887,5.98
577.999,6.92
578.137,7.95
578.249,8.84
578.387,9.65
578.499,10.45
578.637,10.94
578.749,11.24
578.887,11.59
578.999,11.97
579.137,11.98
579.249,11.61
579.387,10.99
579.499,10.39
579.637,9.48
579.749,8.31
579.887,6.57
579.999,5.57
580.137,4.24
580.249,2.71
580.387,1.45
580.499,0.24
580.637,-0.89
580.749,-2.1
580.887,-3.21
580.999,-4.25
581.137,-4.9
581.249,-5.26
581.387,-5.48
581.499,-5.5
581.637,-5.48
581.749,-5.23
581.887,-4.9
581.999,-4.24
582.137,-3.92
582.249,-2.92
582.387,-2.09
582.499,-0.88
582.637,-0.07
582.749,1.19
582.887,2.32
582.999,3.96
583.136,5.63
583.249,6.94
583.386,8.42
583.499,9.63
583.636,10.54
583.749,11.38
583.886,11.7
583.999,11.71
584.136,11.45
584.249,11.06
584.386,10.59
584.499,10.06
584.636,9.39
584.749,8.59
584.886,7.86
584.999,7.1
585.136,6.12
585.249,5.21
585.386,4.35
585.499,3.33
585.636,2.6
585.749,1.8
585.886,1.19
585.999,0.67
586.136,0.39
586.249,0.01
586.386,-0.11
586.499,-0.25
586.636,-0.34
586.749,-0.46
586.886,-0.48
586.999,-0.59
587.136,-0.65
587.249,-0.7
587.386,-0.79
587.499,-0.87
587.636,-0.9
587.749,-0.88
587.886,-0.7
587.999,-0.43
588.136,-0.28
588.249,0.05
588.386,0
588.499,0.26
588.636,0.28
588.749,0.18
588.886,0.24
588.999,0.28
589.136,0.07
589.249,-0.07
589.386,-0.11
589.499,-0.12
589.636,-0.01
589.749,0.16
589.886,0.2
589.999,0.35
590.136,0.37
590.249,0.37
590.386,0.48
590.499,0.35
590.636,0.25
590.749,0.43
590.886,0.25
590.999,0.38
591.136,0.23
591.249,0.33
591.386,0.12
591.499,0.04
591.636,-0.41
591.749,-0.39
591.886,-0.57
591.999,-0.81
592.136,-1.03
592.249,-1.04
592.386,-1.18
592.499,-1.39
592.636,-1.7
592.749,-1.85
592.886,-2.08
592.999,-2.33
593.136,-2.39
593.249,-2.51
593.386,-2.68
593.499,-2.77
593.635,-3.01
593.749,-3
593.885,-2.99
593.999,-2.95
594.135,-2.57
594.249,-2.06
594.385,-1.6
594.499,-1.07
594.635,-0.43
594.749,-0.03
594.885,-0.19
594.999,-0.14
595.135,-0.12
595.249,-0.12
595.385,-0.04
595.499,-0.04
595.635,0.02
595.749,-0.05
595.885,-0.08
595.999,-0.06
596.135,0.1
596.249,-0.05
596.385,-0.06
596.499,0.03
596.635,0.08
596.749,-0.03
596.885,0.17
596.999,-0.08
597.135,0.03
597.249,0.13
597.385,0.12
597.499,0.06
597.635,-0.07
597.749,-0.06
597.885,-0.08
597.999,-0.08
598.135,-0.08
