Time,ECEF_velocity_X
539.641,-23.13
539.749,-23.32
539.891,-23.46
539.999,-23.6
540.141,-23.68
540.249,-23.58
540.39,-23.67
540.499,-23.51
540.64,-23.4
540.749,-23.18
540.89,-23.34
540.999,-23.33
541.14,-23.56
541.249,-23.55
541.39,-23.23
541.499,-22.78
541.64,-22.06
541.749,-21.61
541.89,-21.17
541.999,-21.03
542.14,-20.34
542.249,-19.62
542.39,-18.95
542.499,-17.82
542.64,-16.25
542.749,-15.02
542.89,-13.62
542.999,-11.76
543.14,-9.68
543.249,-8.18
543.39,-6.8
543.499,-5.27
543.64,-3.66
543.749,-2.68
543.89,-1.55
543.999,-0.9
544.14,-0.58
544.249,-0.38
544.39,-0.41
544.499,-0.4
544.64,-0.47
544.749,-0.43
544.89,-0.33
544.999,-0.28
545.14,-0.23
545.249,-0.2
545.39,-0.12
545.499,-0.02
545.64,0.26
545.749,0.88
545.89,1.79
545.999,2.53
546.14,3.63
546.249,4.28
546.39,5.48
546.499,6.44
546.64,7.5
546.749,8.24
546.89,9.77
546.999,11.17
547.14,11.76
547.249,12.62
547.39,13.29
547.499,13.92
547.64,14.56
547.749,14.9
547.89,15.69
547.999,15.97
548.14,15.94
548.249,15.92
548.39,15.43
548.499,14.85
548.64,14.13
548.749,13.39
548.89,12.44
548.999,11.21
549.14,9.6
549.249,8.66
549.39,7.02
549.499,5.67
549.64,3.95
549.749,2.54
549.89,0.78
549.999,-0.75
550.14,-2.5
550.249,-3.74
550.39,-5.43
550.499,-6.68
550.64,-7.8
550.749,-8.9
550.89,-9.78
550.999,-10.42
551.139,-10.84
551.249,-10.84
551.389,-10.67
551.499,-10.37
551.639,-9.86
551.749,-9.01
551.889,-7.95
551.999,-6.52
552.139,-5.39
552.249,-3.93
552.389,-2.68
552.499,-1.46
552.639,0.08
552.749,1.28
552.889,2.81
552.999,4.46
553.139,5.88
553.249,7.11
553.389,8.62
553.499,10.13
553.639,11.23
553.749,12.34
553.889,13.16
553.999,14.07
554.139,14.6
554.249,15.43
554.389,15.68
554.499,16.14
