Time,AccelerometerX
82.251,-0.53173828125
82.271,-0.433837890625
82.281,-0.272216796875
82.291,-0.0914306640625
82.301,0.055511474609375
82.311,0.12127685546875
82.321,0.08209228515625
82.331,-0.0535888671875
82.341,-0.252685546875
82.351,-0.46044921875
82.361,-0.607421875
82.371,-0.64599609375
82.381,-0.58251953125
82.391,-0.471435546875
82.401,-0.370849609375
82.411,-0.30615234375
82.421,-0.28076171875
82.431,-0.2958984375
82.441,-0.34423828125
82.451,-0.4130859375
82.461,-0.489501953125
82.469,-0.5576171875
82.479,-0.609375
82.489,-0.64990234375
82.499,-0.689453125
82.509,-0.72119140625
82.519,-0.70703125
82.529,-0.6064453125
82.539,-0.4169921875
82.549,-0.1839599609375
82.559,0.0157928466796875
82.569,0.12042236328125
82.579,0.11474609375
82.589,0.0276336669921875
82.599,-0.09161376953125
82.609,-0.1986083984375
82.619,-0.26708984375
82.629,-0.28857421875
82.639,-0.27490234375
82.649,-0.2470703125
82.659,-0.2147216796875
82.663,-0.380615234375
82.673,-0.537109375
82.683,-0.7265625
82.693,-0.92138671875
82.703,-1.091796875
82.713,-1.20703125
82.723,-1.23828125
82.733,-1.16796875
82.743,-0.986328125
82.753,-0.7001953125
82.763,-0.367919921875
82.773,-0.08172607421875
82.783,0.09539794921875
82.793,0.1473388671875
82.803,0.08892822265625
82.813,-0.044158935546875
82.822,-0.2010498046875
82.832,-0.32861328125
82.842,-0.39599609375
82.852,-0.41259765625
82.862,-0.4072265625
82.872,-0.408203125
82.882,-0.44091796875
82.892,-0.52294921875
82.902,-0.6484375
82.912,-0.77001953125
82.922,-0.82177734375
82.932,-0.76953125
82.942,-0.6357421875
82.952,-0.48046875
82.962,-0.35986328125
82.972,-0.280517578125
82.982,-0.2127685546875
82.992,-0.1416015625
83.002,-0.085693359375
83.012,-0.07293701171875
83.021,-0.1181640625
83.031,-0.2177734375
83.041,-0.349609375
83.051,-0.479736328125
83.061,-0.58203125
83.071,-0.64892578125
83.081,-0.681640625
83.091,-0.6884765625
83.101,-0.685546875
83.111,-0.685546875
83.121,-0.6806640625
83.131,-0.6396484375
83.141,-0.5400390625
83.151,-0.392333984375
83.161,-0.234130859375
83.171,-0.11358642578125
83.181,-0.06060791015625
83.191,-0.07391357421875
83.201,-0.126220703125
83.211,-0.1815185546875
83.219,-0.2183837890625
