Time,AccelerometerX
187.528,-0.8046875
187.538,-0.98974609375
187.548,-1.021484375
187.558,-0.9140625
187.568,-0.7109375
187.579,-0.448974609375
187.589,-0.1685791015625
187.599,0.0592041015625
187.609,0.16796875
187.619,0.1419677734375
187.629,0.01702880859375
187.639,-0.146728515625
187.649,-0.29052734375
187.659,-0.37890625
187.669,-0.415771484375
187.679,-0.43310546875
187.689,-0.445068359375
187.699,-0.427001953125
187.709,-0.366943359375
187.719,-0.297119140625
187.729,-0.262939453125
187.739,-0.29345703125
187.749,-0.381103515625
187.759,-0.47998046875
187.769,-0.546875
187.773,-0.685546875
187.783,-0.6611328125
187.793,-0.60986328125
187.803,-0.5498046875
187.813,-0.49072265625
187.823,-0.43896484375
187.833,-0.399658203125
187.843,-0.384033203125
187.853,-0.40185546875
187.863,-0.44580078125
187.873,-0.49609375
187.883,-0.52294921875
187.893,-0.50244140625
187.903,-0.44482421875
187.913,-0.391357421875
187.923,-0.389892578125
187.931,-0.470947265625
187.941,-0.62890625
187.951,-0.82861328125
187.961,-1.0205078125
187.971,-1.1689453125
187.981,-1.2490234375
187.991,-1.24609375
188.001,-1.1572265625
188.011,-0.99951171875
188.021,-0.79541015625
188.031,-0.57373046875
188.041,-0.372314453125
188.051,-0.2264404296875
188.061,-0.147705078125
188.071,-0.1234130859375
188.081,-0.1390380859375
188.091,-0.1727294921875
188.101,-0.196044921875
188.111,-0.2020263671875
188.121,-0.2005615234375
188.13,-0.2122802734375
188.14,-0.27099609375
188.15,-0.39306640625
188.16,-0.55810546875
188.17,-0.72509765625
188.18,-0.84716796875
188.19,-0.89990234375
188.2,-0.89306640625
188.21,-0.8642578125
188.22,-0.8564453125
188.23,-0.88818359375
188.24,-0.94384765625
188.25,-0.98046875
188.26,-0.9619140625
188.27,-0.9013671875
188.28,-0.853515625
188.29,-0.87158203125
188.3,-0.97998046875
188.31,-1.16015625
188.32,-1.353515625
188.329,-1.486328125
188.339,-1.5029296875
188.349,-1.39453125
188.359,-1.185546875
188.369,-0.9248046875
188.379,-0.66552734375
188.389,-0.456787109375
188.399,-0.348388671875
188.409,-0.391845703125
188.419,-0.6171875
188.429,-1.0048828125
188.439,-1.4794921875
188.449,-1.931640625
188.459,-2.265625
188.469,-2.439453125
188.479,-2.45703125
188.489,-2.361328125
188.499,-2.1953125
188.509,-1.9931640625
188.519,-1.775390625
188.523,-1.25390625
188.533,-1.283203125
188.543,-1.29296875
188.553,-1.2705078125
188.563,-1.2216796875
188.573,-1.1591796875
188.583,-1.0888671875
188.593,-0.9931640625
188.603,-0.8583984375
188.613,-0.68603515625
188.623,-0.48681640625
188.633,-0.27587890625
188.643,-0.0675048828125
188.653,0.1331787109375
188.663,0.328369140625
188.673,0.51708984375
188.681,0.6884765625
188.691,0.8212890625
188.701,0.896484375
188.711,0.90185546875
188.721,0.8193359375
188.731,0.63037109375
188.741,0.3291015625
188.751,-0.062042236328125
188.761,-0.486328125
188.771,-0.87255859375
188.781,-1.1650390625
188.791,-1.3330078125
188.801,-1.3779296875
188.811,-1.33203125
188.821,-1.2470703125
188.831,-1.173828125
188.841,-1.1376953125
188.851,-1.1357421875
188.861,-1.1513671875
188.871,-1.1640625
188.88,-1.1572265625
188.89,-1.126953125
188.9,-1.0810546875
188.91,-1.033203125
188.92,-1.0068359375
188.93,-1.0166015625
188.94,-1.0654296875
188.95,-1.1328125
188.96,-1.1845703125
188.97,-1.2001953125
188.98,-1.1884765625
188.99,-1.1748046875
189,-1.1826171875
189.01,-1.21484375
189.02,-1.25
189.03,-1.2578125
189.04,-1.2265625
189.05,-1.1611328125
189.06,-1.0771484375
189.07,-0.9921875
189.079,-0.91650390625
189.089,-0.857421875
189.099,-0.8251953125
189.109,-0.81982421875
189.119,-0.83154296875
189.129,-0.85400390625
189.139,-0.884765625
189.149,-0.91943359375
189.159,-0.955078125
189.169,-0.9921875
189.179,-1.0341796875
189.189,-1.08203125
189.199,-1.1298828125
189.209,-1.1767578125
189.219,-1.2265625
189.229,-1.28125
189.239,-1.3408203125
189.249,-1.4033203125
189.259,-1.4560546875
189.269,-1.4833984375
189.273,-1.126953125
189.283,-1.0048828125
189.293,-0.9033203125
189.303,-0.8349609375
189.313,-0.80517578125
189.323,-0.8056640625
189.333,-0.82470703125
189.343,-0.85302734375
189.353,-0.88623046875
189.363,-0.91357421875
189.373,-0.9228515625
189.383,-0.91748046875
189.393,-0.91162109375
189.403,-0.9091796875
189.413,-0.90673828125
189.423,-0.90234375
189.431,-0.9013671875
189.441,-0.90771484375
189.451,-0.9169921875
189.461,-0.92041015625
189.471,-0.9228515625
189.481,-0.93359375
189.491,-0.95458984375
189.501,-0.9755859375
189.511,-0.98193359375
189.521,-0.96923828125
189.531,-0.939453125
189.541,-0.89599609375
189.551,-0.8427734375
189.561,-0.79052734375
189.571,-0.74755859375
189.581,-0.70703125
189.591,-0.65966796875
189.601,-0.60595703125
189.611,-0.54833984375
189.621,-0.47998046875
189.63,-0.3984375
189.64,-0.31591796875
189.65,-0.2420654296875
189.66,-0.1766357421875
189.67,-0.12408447265625
189.68,-0.10455322265625
189.69,-0.138427734375
189.7,-0.22265625
189.71,-0.320068359375
189.72,-0.37939453125
189.73,-0.369384765625
189.74,-0.29638671875
189.75,-0.1851806640625
189.76,-0.051971435546875
189.77,0.0863037109375
189.78,0.19091796875
189.79,0.2115478515625
189.8,0.12286376953125
189.81,-0.050262451171875
189.82,-0.2413330078125
189.829,-0.3818359375
189.839,-0.4423828125
189.849,-0.442138671875
189.859,-0.42578125
189.869,-0.4267578125
189.879,-0.44580078125
189.889,-0.460205078125
189.899,-0.44677734375
189.909,-0.399658203125
189.919,-0.330078125
189.929,-0.26220703125
189.939,-0.2259521484375
189.949,-0.24560546875
189.959,-0.326904296875
189.969,-0.45703125
189.979,-0.61865234375
189.989,-0.78564453125
189.999,-0.90673828125
190.009,-0.9287109375
190.019,-0.83935546875
190.023,-0.053253173828125
190.033,-0.0221099853515625
190.043,-0.022796630859375
190.053,-0.050933837890625
190.063,-0.09576416015625
190.073,-0.140869140625
190.083,-0.179931640625
190.093,-0.220458984375
190.103,-0.27490234375
190.113,-0.34521484375
190.123,-0.412109375
190.133,-0.444580078125
190.143,-0.423583984375
190.153,-0.353515625
190.163,-0.26025390625
190.173,-0.1815185546875
190.181,-0.140380859375
190.191,-0.1322021484375
190.201,-0.14013671875
190.211,-0.1500244140625
190.221,-0.1605224609375
190.231,-0.18505859375
190.241,-0.239013671875
190.251,-0.3212890625
190.261,-0.412353515625
190.271,-0.478759765625
190.281,-0.487548828125
190.291,-0.423828125
190.301,-0.29833984375
190.311,-0.1474609375
190.321,-0.0172576904296875
190.331,0.055938720703125
190.341,0.0592041015625
190.351,-0.000496864318847656
190.361,-0.10516357421875
190.371,-0.2325439453125
190.38,-0.365234375
190.39,-0.48876953125
190.4,-0.57861328125
190.41,-0.607421875
190.42,-0.56396484375
190.43,-0.46435546875
190.44,-0.343505859375
190.45,-0.2264404296875
190.46,-0.118408203125
190.47,-0.025299072265625
190.48,0.0303955078125
190.49,0.022552490234375
190.5,-0.051910400390625
190.51,-0.163818359375
190.52,-0.268310546875
190.53,-0.330078125
190.54,-0.339599609375
190.55,-0.3046875
190.56,-0.234375
190.57,-0.13525390625
190.579,-0.02215576171875
190.589,0.07489013671875
190.599,0.1240234375
190.609,0.11639404296875
190.619,0.074462890625
190.629,0.026153564453125
190.639,-0.023162841796875
190.649,-0.08544921875
190.659,-0.168212890625
190.669,-0.258544921875
190.679,-0.32373046875
190.689,-0.336181640625
190.699,-0.298095703125
190.709,-0.2391357421875
190.719,-0.1910400390625
190.729,-0.1728515625
190.739,-0.1864013671875
190.749,-0.2158203125
190.759,-0.2379150390625
190.769,-0.2413330078125
190.774,0.00498580932617188
190.784,0.1068115234375
190.794,0.18310546875
190.804,0.1837158203125
190.814,0.06646728515625
190.824,-0.1739501953125
190.834,-0.489990234375
190.844,-0.79345703125
190.854,-1
190.864,-1.0712890625
190.874,-1.0146484375
190.884,-0.85205078125
190.894,-0.59716796875
190.904,-0.277587890625
190.914,0.0609130859375
190.924,0.353271484375
190.931,0.529296875
190.941,0.54052734375
190.951,0.382568359375
190.961,0.09832763671875
190.971,-0.2427978515625
190.981,-0.552734375
190.991,-0.740234375
191.001,-0.7568359375
191.011,-0.634765625
191.021,-0.45263671875
191.031,-0.268310546875
191.041,-0.1044921875
191.051,0.032318115234375
191.061,0.1409912109375
191.071,0.2154541015625
191.081,0.239013671875
191.091,0.198486328125
191.101,0.0985107421875
191.111,-0.042755126953125
191.121,-0.1986083984375
191.13,-0.340087890625
191.14,-0.445068359375
191.15,-0.498046875
191.16,-0.489013671875
191.17,-0.413818359375
191.18,-0.27978515625
191.19,-0.10791015625
191.2,0.067138671875
191.21,0.204345703125
191.22,0.271484375
191.23,0.25390625
191.24,0.1585693359375
191.25,0.0127410888671875
191.26,-0.1572265625
191.27,-0.3466796875
191.28,-0.5537109375
191.29,-0.755859375
191.3,-0.9091796875
191.31,-0.96728515625
191.32,-0.908203125
191.329,-0.74755859375
191.339,-0.52978515625
191.349,-0.3115234375
191.359,-0.1448974609375
191.369,-0.061187744140625
191.379,-0.06610107421875
191.389,-0.1461181640625
191.399,-0.27392578125
191.409,-0.411376953125
191.419,-0.52099609375
191.429,-0.57568359375
191.439,-0.564453125
191.449,-0.495361328125
191.459,-0.3876953125
191.469,-0.26220703125
191.479,-0.1365966796875
191.489,-0.025238037109375
191.499,0.0595703125
191.509,0.1033935546875
191.519,0.09320068359375
191.524,-0.207763671875
191.534,-0.221923828125
191.544,-0.2171630859375
191.554,-0.183349609375
191.564,-0.11920166015625
191.574,-0.04241943359375
191.584,0.018035888671875
191.594,0.0253143310546875
191.604,-0.04376220703125
191.614,-0.17236328125
191.624,-0.31591796875
191.634,-0.428466796875
191.644,-0.4794921875
191.654,-0.468994140625
191.664,-0.421142578125
191.674,-0.3671875
191.681,-0.331298828125
191.691,-0.32373046875
191.701,-0.336669921875
191.711,-0.351806640625
191.721,-0.355224609375
191.731,-0.338623046875
191.741,-0.299560546875
191.751,-0.239501953125
191.761,-0.1605224609375
191.771,-0.06964111328125
191.781,0.0133514404296875
191.791,0.06060791015625
191.801,0.048187255859375
191.811,-0.0343017578125
191.821,-0.179931640625
191.831,-0.368408203125
191.841,-0.57177734375
191.851,-0.75244140625
191.861,-0.875
191.871,-0.91943359375
191.88,-0.88427734375
191.89,-0.775390625
191.9,-0.607421875
191.91,-0.408935546875
191.92,-0.21240234375
191.93,-0.051605224609375
191.94,0.04827880859375
191.95,0.08709716796875
191.96,0.0853271484375
191.97,0.066650390625
191.98,0.04736328125
191.99,0.03076171875
192,0.0127716064453125
192.01,-0.00876617431640625
192.02,-0.03887939453125
192.03,-0.08917236328125
192.04,-0.166748046875
192.05,-0.267822265625
192.06,-0.380126953125
192.07,-0.4873046875
192.075,-0.79248046875
192.085,-0.8212890625
192.095,-0.83984375
192.105,-0.84326171875
192.115,-0.82373046875
192.125,-0.77734375
192.135,-0.7099609375
192.145,-0.6337890625
192.155,-0.56103515625
192.165,-0.49853515625
