Time,Int_Batt_Voltage
188.439,3.9740002155304
189.489,3.97200012207031
190.539,3.97000026702881
191.589,3.97200012207031
192.639,3.9740002155304
193.689,3.97200012207031
194.739,3.97200012207031
195.789,3.97200012207031
196.839,3.9740002155304
197.889,3.9740002155304
198.939,3.9740002155304
199.989,3.97200012207031
201.039,3.9740002155304
202.089,3.9740002155304
203.139,3.97200012207031
204.189,3.97200012207031
205.239,3.95600008964539
206.289,3.9520001411438
207.339,3.95400023460388
208.389,3.95000028610229
209.439,3.95600008964539
210.489,3.95400023460388
211.539,3.9520001411438
212.589,3.95000028610229
213.639,3.9520001411438
214.689,3.9520001411438
215.739,3.9520001411438
216.789,3.9520001411438
217.839,3.9520001411438
218.889,3.9520001411438
219.939,3.9520001411438
220.989,3.9520001411438
222.039,3.9520001411438
223.089,3.95000028610229
224.139,3.9520001411438
225.189,3.9520001411438
226.239,3.9520001411438
227.289,3.9520001411438
228.339,3.9520001411438
229.389,3.9520001411438
230.439,3.9520001411438
231.489,3.95000028610229
232.539,3.94800019264221
233.589,3.95000028610229
234.639,3.9520001411438
235.689,3.95000028610229
236.739,3.95000028610229
237.789,3.94800019264221
