Time,Water_Temp
187.551,39.625
187.6,39.625
187.65,39.625
187.7,39.59375
187.75,39.59375
187.8,39.59375
187.85,39.59375
187.9,39.59375
187.95,39.59375
188,39.5625
188.05,39.5625
188.1,39.59375
188.15,39.59375
188.2,39.59375
188.25,39.625
188.3,39.625
188.35,39.65625
188.4,39.65625
188.45,39.6875
188.5,39.71875
188.55,39.71875
188.6,39.75
188.65,39.71875
188.7,39.71875
188.75,39.71875
188.8,39.71875
188.85,39.71875
188.9,39.75
188.95,39.78125
189,39.78125
189.05,39.78125
189.1,39.78125
189.15,39.78125
189.2,39.75
189.25,39.75
189.3,39.75
189.35,39.75
189.4,39.75
189.45,39.71875
189.5,39.71875
189.55,39.71875
189.6,39.71875
189.65,39.71875
189.7,39.75
189.75,39.78125
189.8,39.78125
189.85,39.78125
189.9,39.75
189.95,39.6875
190,39.625
190.05,39.5625
190.1,39.5625
190.15,39.5625
190.199,39.5625
190.249,39.625
190.299,39.65625
190.349,39.71875
190.399,39.75
190.449,39.78125
190.499,39.78125
190.549,39.8125
190.599,39.8125
190.649,39.8125
190.699,39.8125
190.749,39.8125
190.799,39.84375
190.849,39.875
190.899,39.90625
190.949,39.90625
190.999,39.9375
191.049,39.9375
191.099,39.9375
191.149,39.9375
191.199,39.9375
191.249,39.9375
191.299,39.9375
191.349,39.90625
191.399,39.875
191.449,39.875
191.499,39.84375
191.549,39.84375
191.599,39.84375
191.649,39.84375
191.699,39.875
191.749,39.875
191.799,39.90625
191.849,39.96875
191.899,40
191.949,40.03125
191.999,40.03125
192.049,40
192.099,39.96875
192.149,39.90625
192.199,39.875
192.249,39.84375
192.299,39.84375
192.349,39.875
192.399,39.90625
192.449,39.9375
192.499,39.96875
192.549,39.96875
192.599,40
192.649,40
192.699,40
192.749,40.03125
192.799,40.03125
192.848,40
192.898,39.96875
192.948,39.96875
192.998,39.9375
193.048,39.9375
193.098,39.9375
193.148,39.9375
193.198,39.96875
193.248,40
193.298,40.03125
193.348,40.0625
193.398,40.0625
193.448,40.09375
193.498,40.09375
193.548,40.09375
193.598,40.0625
193.648,40.03125
193.698,40.03125
193.748,40
193.798,40
193.848,39.96875
193.898,39.96875
193.948,39.9375
193.998,39.9375
194.048,39.90625
194.098,39.90625
194.148,39.875
194.198,39.875
194.248,39.875
194.298,39.875
194.348,39.84375
194.398,39.875
194.448,39.90625
194.498,39.9375
194.548,39.96875
194.598,40.03125
194.648,40.0625
194.698,40.09375
194.748,40.125
194.798,40.125
194.848,40.125
194.898,40.09375
194.948,40.09375
194.998,40.09375
195.048,40.09375
195.098,40.125
195.148,40.15625
195.198,40.15625
195.248,40.15625
