Time,Exhaust_Temp
187.551,533
187.6,534.5
187.65,535.5
187.7,536.5
187.75,538
187.8,539
187.85,540
187.9,541
187.95,542
188,543
188.05,544
188.1,545
188.15,546
188.2,546.5
188.25,547.5
188.3,548
188.35,549
188.4,549.5
188.45,550
188.5,550
188.55,550.5
188.6,550.5
188.65,551
188.7,551
188.75,551
188.8,550.5
188.85,550.5
188.9,550
188.95,549.5
189,549
189.05,548
189.1,547.5
189.15,546.5
189.2,545.5
189.25,544.5
189.3,543.5
189.35,542
189.4,541
189.45,539.5
189.5,537.5
189.55,536
189.6,534.5
189.65,532.5
189.7,531
189.75,529
189.8,527.5
189.85,525.5
189.9,524
189.95,522.5
190,521
190.05,519.5
190.1,518.5
190.15,517.5
190.199,516.5
190.249,516
190.299,515
190.349,514.5
190.399,514
190.449,513.5
190.499,513
190.549,512.5
190.599,512
190.649,512
190.699,511.75
190.749,511.75
190.799,511.75
190.849,511.75
190.899,511.75
190.949,511.5
190.999,511.5
191.049,511.5
191.099,511.5
191.149,511.75
191.199,511.75
191.249,512
191.299,512.5
191.349,512.5
191.399,513
191.449,513.5
191.499,513.5
191.549,514
191.599,514.5
191.649,514.5
191.699,515
191.749,515.5
191.799,516
191.849,516.5
191.899,517.5
191.949,518
191.999,518.5
192.049,519
192.099,520
192.149,520.5
192.199,521
192.249,521.5
192.299,522
192.349,523
192.399,523.5
192.449,524
192.499,525
192.549,525.5
192.599,526
192.649,527
192.699,527.5
192.749,528.5
192.799,529
192.848,530
192.898,530.5
192.948,531.5
192.998,532.5
193.048,533
193.098,534
193.148,535
193.198,536
193.248,537
193.298,538
193.348,539
193.398,540
193.448,541
193.498,541.5
193.548,542.5
193.598,543.5
193.648,544.5
193.698,545.5
193.748,546.5
193.798,547
193.848,548
193.898,549
193.948,549.5
193.998,550.5
194.048,551.5
194.098,552
194.148,553
194.198,553.5
194.248,554.5
194.298,555.5
194.348,556
194.398,557
194.448,557.5
194.498,558.5
194.548,559
194.598,559.5
194.648,560
194.698,560.5
194.748,560.5
194.798,561
194.848,561
194.898,561.5
194.948,561.5
194.998,562
195.048,562
195.098,562
195.148,561.5
195.198,561.5
195.248,560.5
195.298,560
195.348,559
195.398,558
195.447,557
195.497,555.5
195.547,554
195.597,552.5
195.647,550.5
195.697,549
195.747,547
195.797,545.5
195.847,543.5
195.897,541.5
195.947,539.5
195.997,537.5
196.047,535.5
196.097,533.5
196.147,531.5
196.197,529.5
196.247,527.5
196.297,525
196.347,523
196.397,520.5
196.447,518.5
196.497,516
196.547,513.5
196.597,511.5
196.647,509
196.697,506.75
196.747,504.25
196.797,502
196.847,499.5
196.897,497.25
196.947,495.25
196.997,493.25
197.047,491.5
197.097,489.75
197.147,488.25
197.197,486.75
197.247,485.5
197.297,484.25
197.347,483.25
197.397,482.5
197.447,481.75
197.497,481
197.547,480.5
197.597,480.25
197.647,479.75
197.697,479.5
197.747,479.25
197.797,479
197.847,478.75
197.897,478.5
197.947,478.5
197.997,478.75
198.047,478.75
198.096,479
198.146,479.25
198.196,479.75
198.246,480.25
198.296,480.5
198.346,481
198.396,481.5
198.446,482
198.496,482.5
198.546,483
198.596,483.75
198.646,484.25
198.696,485
198.746,485.75
198.796,486.5
198.846,487.25
198.896,488
198.946,488.75
198.996,489.5
199.046,490.25
199.096,491
199.146,491.75
199.196,492.5
199.246,493.25
199.296,494
199.346,494.75
199.396,495.5
199.446,496.25
199.496,497
199.546,497.75
199.596,498.5
199.646,499.25
199.696,500
199.746,500.75
199.796,501.5
199.846,502.25
199.896,503
199.946,503.75
199.996,504.5
200.046,505.25
200.096,506
200.146,506.75
200.196,507.5
200.246,508
200.296,508.75
200.346,509.5
200.396,510.25
200.446,511
200.496,511.75
200.546,512.5
200.596,513
200.646,513.5
200.695,514
200.745,514
200.795,514
200.845,514
200.895,513.5
200.945,513
200.995,512.5
201.045,511.75
201.095,510.75
201.145,509.5
201.195,508.25
201.245,506.75
201.295,505.25
201.345,503.75
201.395,502.25
201.445,500.5
201.495,498.75
201.545,497
201.595,495.25
201.645,493.5
201.695,491.75
201.745,490
201.795,488
201.845,486.25
201.895,484.25
201.945,482.5
201.995,480.75
202.045,479.25
202.095,477.75
202.145,476.25
202.195,475.25
202.245,474.25
202.295,473.25
202.345,472.75
202.395,472
202.445,471.75
202.495,471.5
202.545,471.25
202.595,471.25
202.645,471.25
202.695,471.25
202.745,471.25
202.795,471.25
202.845,471.25
202.895,471.5
202.945,472
202.995,472.25
203.045,472.75
203.095,473.25
203.145,473.75
203.195,474.25
