Time,GPS_PosAccuracy
288.3,1.53999996185303
288.4,1.53999996185303
288.5,1.54843139648438
288.6,1.55567562580109
288.7,1.56288003921509
288.8,1.57088005542755
288.9,1.57887995243073
289,1.58000004291534
289.1,1.58000004291534
289.2,1.5828800201416
289.3,1.5900000333786
289.4,1.5900000333786
289.5,1.59687995910645
289.6,1.60000002384186
289.7,1.60352945327759
289.8,1.61000001430511
289.9,1.61000001430511
290,1.61688005924225
290.1,1.62000000476837
290.2,1.62287998199463
290.3,1.62999999523163
290.4,1.62999999523163
290.5,1.63843142986298
290.6,1.63999998569489
290.7,1.63999998569489
290.8,1.64087998867035
290.9,1.64888000488281
291,1.64999997615814
291.1,1.64999997615814
291.2,1.64999997615814
291.3,1.64999997615814
291.4,1.64999997615814
291.5,1.6431200504303
291.6,1.63512003421783
291.7,1.62999999523163
291.8,1.62911999225616
291.9,1.6211199760437
292,1.61311995983124
292.1,1.61000001430511
292.2,1.60712003707886
292.3,1.60000002384186
292.4,1.60000002384186
292.5,1.59156858921051
292.6,1.5900000333786
292.7,1.5900000333786
292.8,1.58912003040314
292.9,1.58112001419067
293,1.58000004291534
293.1,1.58000004291534
293.2,1.5771199464798
293.3,1.57000005245209
293.4,1.57000005245209
293.5,1.56312000751495
293.6,1.55999994277954
293.7,1.55999994277954
293.8,1.55912005901337
293.9,1.5511200428009
294,1.54999995231628
294.1,1.54999995231628
294.2,1.54711997509003
294.3,1.53999996185303
294.4,1.53999996185303
294.5,1.53999996185303
294.6,1.53512001037598
294.7,1.52999997138977
294.8,1.52999997138977
294.9,1.52999997138977
295,1.52999997138977
295.1,1.52999997138977
295.2,1.52704000473022
295.3,1.51999998092651
295.4,1.51999998092651
295.5,1.51999998092651
295.6,1.51504004001617
295.7,1.50999999046326
295.8,1.50999999046326
295.9,1.50999999046326
296,1.50999999046326
296.1,1.50504004955292
296.2,1.5
296.3,1.5
296.4,1.5
296.5,1.5
296.6,1.5
296.7,1.50359225273132
296.8,1.50999999046326
296.9,1.50999999046326
297,1.50999999046326
297.1,1.50999999046326
297.2,1.50999999046326
297.3,1.50999999046326
297.4,1.50999999046326
297.5,1.51696002483368
297.6,1.51999998092651
297.7,1.51999998092651
297.8,1.51999998092651
297.9,1.51999998092651
298,1.51999998092651
298.1,1.52571427822113
298.2,1.52999997138977
298.3,1.52999997138977
298.4,1.52999997138977
298.5,1.52999997138977
298.6,1.52999997138977
298.7,1.52999997138977
298.8,1.53095996379852
298.9,1.53895998001099
299,1.53999996185303
299.1,1.53999996185303
299.2,1.53999996185303
299.3,1.53999996185303
299.4,1.53999996185303
299.5,1.53999996185303
299.6,1.53999996185303
299.7,1.53999996185303
299.8,1.53999996185303
299.9,1.53999996185303
300,1.53304004669189
300.1,1.52999997138977
300.2,1.52999997138977
300.3,1.52999997138977
300.4,1.52999997138977
300.5,1.52999997138977
300.6,1.52504003047943
300.7,1.51999998092651
300.8,1.51999998092651
300.9,1.51999998092651
301,1.51999998092651
301.1,1.51999998092651
301.2,1.51999998092651
301.3,1.51999998092651
301.4,1.51999998092651
301.5,1.51999998092651
301.6,1.51999998092651
301.7,1.51999998092651
301.8,1.51999998092651
301.9,1.51999998092651
302,1.51999998092651
302.1,1.51999998092651
302.2,1.51999998092651
302.3,1.52231287956238
302.4,1.52911567687988
302.5,1.52999997138977
302.6,1.52999997138977
302.7,1.52999997138977
302.8,1.53231287002563
302.9,1.53911566734314
303,1.53999996185303
303.1,1.54496002197266
303.2,1.54999995231628
303.3,1.55095994472504
303.4,1.5589599609375
303.5,1.55999994277954
303.6,1.55999994277954
303.7,1.55999994277954
303.8,1.55903995037079
303.9,1.55104005336761
304,1.54999995231628
304.1,1.54999995231628
304.2,1.54703998565674
304.3,1.53999996185303
304.4,1.53999996185303
304.5,1.53999996185303
304.6,1.53999996185303
304.7,1.53999996185303
304.8,1.53999996185303
304.9,1.53999996185303
305,1.53999996185303
305.1,1.53999996185303
305.2,1.53999996185303
305.3,1.53999996185303
305.4,1.53999996185303
305.5,1.53999996185303
305.6,1.53999996185303
305.7,1.53999996185303
305.8,1.53999996185303
305.9,1.53999996185303
306,1.53296005725861
306.1,1.52999997138977
306.2,1.52999997138977
306.3,1.52999997138977
306.4,1.52999997138977
306.5,1.52999997138977
306.6,1.52999997138977
306.7,1.52999997138977
306.8,1.52999997138977
306.9,1.52999997138977
307,1.52999997138977
307.1,1.52999997138977
307.2,1.52999997138977
307.3,1.52999997138977
307.4,1.52999997138977
307.5,1.52999997138977
307.6,1.52999997138977
307.7,1.52999997138977
307.8,1.52999997138977
307.9,1.52999997138977
308,1.52999997138977
308.1,1.52999997138977
308.2,1.52999997138977
308.3,1.52999997138977
308.4,1.52999997138977
308.5,1.52999997138977
308.6,1.52999997138977
