Time,Water_Temp
135.32,36.21875
135.37,36.21875
135.42,36.1875
135.47,36.1875
135.52,36.15625
135.57,36.15625
135.62,36.125
135.67,36.125
135.72,36.125
135.77,36.15625
135.82,36.1875
135.87,36.21875
135.92,36.28125
135.97,36.3125
136.02,36.375
136.07,36.4375
136.12,36.46875
136.17,36.5
136.22,36.46875
136.27,36.4375
136.32,36.40625
136.37,36.34375
136.42,36.28125
136.47,36.25
136.52,36.21875
136.57,36.1875
136.62,36.1875
136.67,36.1875
136.72,36.1875
136.77,36.1875
136.82,36.21875
136.87,36.21875
136.92,36.21875
136.97,36.25
137.02,36.28125
137.07,36.3125
137.12,36.34375
137.17,36.375
137.22,36.40625
137.27,36.4375
137.32,36.4375
137.37,36.40625
137.42,36.40625
137.47,36.375
137.52,36.375
137.57,36.40625
137.62,36.4375
137.67,36.46875
137.719,36.46875
137.769,36.5
137.819,36.53125
137.869,36.59375
137.919,36.625
137.969,36.625
138.019,36.625
138.069,36.625
138.119,36.59375
138.169,36.59375
138.219,36.625
138.269,36.625
138.319,36.65625
138.369,36.6875
138.419,36.71875
138.469,36.75
138.519,36.75
138.569,36.75
138.619,36.71875
138.669,36.71875
138.719,36.71875
138.769,36.6875
138.819,36.65625
138.869,36.625
138.919,36.59375
138.969,36.5625
139.019,36.5625
139.069,36.5625
139.119,36.53125
139.169,36.53125
139.219,36.53125
139.269,36.53125
139.319,36.53125
139.369,36.5625
139.419,36.5625
139.469,36.59375
139.519,36.59375
139.569,36.59375
139.619,36.5625
139.669,36.5625
139.719,36.59375
139.769,36.625
139.819,36.65625
139.869,36.6875
139.919,36.71875
139.969,36.71875
140.019,36.71875
140.069,36.71875
140.119,36.75
140.169,36.75
140.219,36.71875
140.269,36.71875
140.319,36.6875
140.368,36.65625
140.418,36.625
140.468,36.59375
140.518,36.59375
140.568,36.5625
140.618,36.5625
140.668,36.59375
140.718,36.59375
140.768,36.625
140.818,36.6875
140.868,36.75
140.918,36.78125
140.968,36.84375
141.018,36.875
141.068,36.875
141.118,36.90625
141.168,36.90625
141.218,36.90625
141.268,36.9375
141.318,36.96875
141.368,37
141.418,37.03125
141.468,37.0625
141.518,37.0625
141.568,37.0625
141.618,37.03125
141.668,37
141.718,37
141.768,37
141.818,37
141.868,37
141.918,36.96875
141.968,36.96875
142.018,36.96875
142.068,36.96875
142.118,36.96875
142.168,36.96875
142.218,37
142.268,36.96875
142.318,36.96875
142.368,36.9375
142.418,36.875
142.468,36.84375
142.518,36.84375
142.568,36.875
142.618,36.90625
142.668,36.9375
142.718,36.96875
142.768,36.96875
142.818,36.96875
142.868,36.9375
