Time,ECEF_position_Z
389.016,4491001.69
389.155,4491004.48
389.266,4491007.35
389.405,4491010.25
389.516,4491013.07
389.655,4491015.76
389.766,4491018.55
389.905,4491021.34
390.016,4491024.15
390.155,4491026.9
390.266,4491029.66
390.405,4491032.39
390.516,4491035.05
390.655,4491037.61
390.766,4491040.1
390.904,4491042.45
391.016,4491044.73
391.154,4491046.9
391.266,4491048.93
391.404,4491050.99
391.516,4491052.87
391.654,4491054.5
391.766,4491055.49
391.904,4491056.52
392.016,4491057.44
392.154,4491058.41
392.266,4491059.25
392.404,4491059.45
392.516,4491059.62
392.654,4491059.67
392.766,4491059.52
392.904,4491059.27
393.016,4491058.7
393.154,4491058.04
393.266,4491057.36
393.404,4491056.73
393.516,4491056.08
393.654,4491055.43
393.766,4491054.74
393.904,4491054.04
394.016,4491053.36
394.154,4491052.62
394.266,4491051.89
394.404,4491051.09
394.516,4491050.23
394.654,4491049.34
394.766,4491048.33
394.904,4491047.2
395.016,4491045.93
395.154,4491044.58
395.266,4491043.17
395.404,4491041.66
395.516,4491040.05
395.654,4491038.35
395.766,4491036.53
395.904,4491034.6
396.016,4491032.61
396.154,4491030.54
396.266,4491028.47
396.404,4491026.38
396.516,4491024.27
396.654,4491022.12
396.766,4491020.01
396.904,4491017.98
397.016,4491016
397.154,4491014.14
397.266,4491012.35
397.404,4491010.67
397.516,4491009.07
397.654,4491007.67
397.766,4491006.37
397.904,4491005.3
398.016,4491004.36
398.154,4491003.65
398.266,4491003.16
398.404,4491002.8
398.516,4491002.66
398.654,4491002.69
398.766,4491002.88
398.904,4491003.26
399.016,4491003.97
399.154,4491004.78
399.266,4491005.76
399.404,4491006.86
399.516,4491008.14
399.654,4491009.56
399.766,4491011.01
399.904,4491012.67
400.016,4491014.43
400.154,4491016.26
400.266,4491018.15
400.404,4491020.07
400.516,4491021.99
400.654,4491023.84
400.766,4491025.63
400.904,4491027.32
401.016,4491028.88
401.154,4491030.29
401.266,4491031.54
401.404,4491032.66
401.516,4491033.55
401.653,4491034.32
401.766,4491034.89
401.903,4491035.28
402.016,4491035.38
402.153,4491035.33
402.266,4491035.04
402.403,4491034.61
402.516,4491033.89
402.653,4491032.92
402.766,4491031.73
402.903,4491030.4
403.016,4491028.87
403.153,4491027.21
403.266,4491025.4
403.403,4491023.5
403.516,4491021.53
403.653,4491019.61
403.766,4491017.48
403.903,4491015.17
404.016,4491012.97
404.153,4491010.73
404.266,4491008.42
404.403,4491006.19
404.516,4491003.93
404.653,4491001.66
404.766,4490999.44
404.903,4490997.14
405.016,4490994.91
405.153,4490992.74
405.266,4490990.57
405.403,4490988.38
405.516,4490986.21
405.653,4490984.08
405.766,4490981.91
405.903,4490979.7
406.016,4490977.44
406.153,4490975.19
406.266,4490973.01
406.403,4490970.88
406.516,4490968.85
406.653,4490966.85
406.766,4490964.84
