Time,ECEF_position_Z
406.903,4490962.87
407.016,4490960.88
407.153,4490958.91
407.266,4490956.96
407.403,4490955.06
407.516,4490953.19
407.653,4490951.43
407.766,4490949.75
407.903,4490948.11
408.016,4490946.55
408.153,4490945.15
408.266,4490943.94
408.403,4490942.73
408.516,4490941.77
408.653,4490941
408.766,4490940.45
408.903,4490940.4
409.016,4490940.42
409.153,4490940.62
409.266,4490941.04
409.403,4490941.61
409.516,4490942.31
409.653,4490943.23
409.766,4490944.26
409.903,4490945.51
410.016,4490946.92
410.153,4490948.55
410.266,4490950.25
410.403,4490951.98
410.516,4490953.83
410.653,4490955.77
410.766,4490957.78
410.903,4490959.86
411.016,4490961.97
411.153,4490964.15
411.266,4490966.37
411.403,4490968.62
411.516,4490970.96
411.653,4490973.33
411.766,4490975.76
411.903,4490978.17
412.016,4490980.59
412.152,4490983
412.266,4490985.29
412.402,4490987.44
412.516,4490989.43
412.652,4490991.36
412.766,4490993.12
412.902,4490994.72
413.016,4490996.17
413.152,4490997.45
413.266,4490998.58
413.402,4490999.44
413.516,4491000.16
413.652,4491000.69
413.766,4491000.95
413.902,4491000.93
414.016,4491000.8
414.152,4491000.32
414.266,4490999.86
414.402,4490999.05
414.516,4490997.99
414.652,4490996.93
414.766,4490995.62
414.902,4490994.22
415.016,4490992.61
415.152,4490990.99
415.266,4490989.22
415.402,4490987.38
415.516,4490985.48
415.652,4490983.49
415.766,4490981.38
415.902,4490979.21
416.016,4490977.01
416.152,4490974.76
416.266,4490972.42
416.402,4490970.03
416.516,4490967.57
416.652,4490965.15
416.766,4490962.82
416.902,4490960.57
417.016,4490958.36
417.152,4490956.23
417.266,4490954.13
417.402,4490952.1
417.516,4490950.26
417.652,4490948.4
417.766,4490946.66
417.902,4490945.06
418.016,4490943.53
418.152,4490942.02
418.266,4490940.88
418.402,4490939.73
418.516,4490938.66
418.652,4490937.98
418.766,4490937.33
418.902,4490936.89
419.016,4490936.7
419.152,4490936.61
419.266,4490936.79
419.402,4490937.28
419.516,4490937.78
419.652,4490938.43
419.766,4490939.14
419.902,4490939.98
420.016,4490940.96
420.152,4490942.05
420.266,4490943.22
420.402,4490944.42
420.516,4490945.76
420.652,4490947.14
420.766,4490948.58
420.902,4490950.11
421.016,4490951.72
421.152,4490953.38
421.266,4490955.08
421.402,4490956.65
421.516,4490958.08
421.652,4490959.38
421.766,4490960.67
421.902,4490961.78
422.016,4490962.68
422.152,4490963.45
422.266,4490964.01
422.402,4490964.38
422.516,4490964.55
422.652,4490964.49
422.766,4490964.19
422.902,4490963.7
423.016,4490962.99
423.151,4490962.1
423.266,4490961.08
423.401,4490959.85
423.516,4490958.54
423.651,4490957.12
423.766,4490955.62
423.901,4490954.05
424.016,4490952.37
424.151,4490950.63
424.266,4490948.82
424.401,4490946.94
424.516,4490945
424.651,4490942.95
424.766,4490940.85
424.901,4490938.7
425.016,4490936.56
425.151,4490934.42
425.266,4490932.38
425.401,4490930.47
425.516,4490928.69
425.651,4490927.05
425.766,4490925.53
425.901,4490924.16
426.016,4490922.84
426.151,4490921.67
426.266,4490920.65
426.401,4490919.68
426.516,4490918.76
426.651,4490917.91
426.766,4490917.08
426.901,4490916.21
427.016,4490915.17
427.151,4490914.27
427.266,4490913.26
427.401,4490912.2
427.516,4490911
427.651,4490909.8
427.766,4490908.49
427.901,4490907.17
428.016,4490905.91
428.151,4490904.68
428.266,4490903.42
428.401,4490902.31
428.516,4490901.17
428.651,4490900.12
428.766,4490899.14
428.901,4490898.3
429.016,4490897.56
429.151,4490896.98
429.266,4490896.59
429.401,4490896.22
429.516,4490895.96
429.651,4490895.81
429.766,4490895.86
429.901,4490896.04
430.016,4490896.3
430.151,4490896.72
430.266,4490897.2
430.401,4490897.81
430.516,4490898.52
430.651,4490899.31
430.766,4490900.21
430.901,4490901.17
431.016,4490902.25
431.151,4490903.36
431.266,4490904.5
431.401,4490905.65
431.516,4490906.82
431.651,4490907.91
431.766,4490909
431.901,4490909.99
432.016,4490910.96
432.151,4490911.84
432.266,4490912.61
432.401,4490913.2
432.516,4490913.68
432.651,4490913.99
432.766,4490914.18
432.901,4490914.23
433.016,4490914.02
433.151,4490913.68
433.266,4490913.17
433.401,4490912.59
433.516,4490911.93
433.65,4490911.28
433.766,4490910.75
433.9,4490910.31
434.016,4490910.05
434.15,4490909.91
434.266,4490909.96
434.4,4490910.24
434.516,4490910.66
434.65,4490911.36
434.766,4490912.2
434.9,4490913.19
435.016,4490914.38
435.15,4490915.83
435.266,4490917.43
435.4,4490919.14
435.516,4490920.91
435.65,4490922.83
435.766,4490924.84
435.9,4490926.99
436.016,4490929.2
436.15,4490931.47
436.266,4490933.7
436.4,4490935.93
436.516,4490938.16
436.65,4490940.46
436.766,4490942.71
436.9,4490945.01
437.016,4490947.37
437.15,4490949.76
437.266,4490952.16
437.4,4490954.62
437.516,4490957.1
437.65,4490959.59
437.766,4490962.09
437.9,4490964.61
438.016,4490967.2
438.15,4490969.79
438.266,4490972.39
438.4,4490974.99
438.516,4490977.6
438.65,4490980.24
438.766,4490982.87
438.9,4490985.57
439.016,4490988.26
439.15,4490991.01
439.266,4490993.72
439.4,4490996.47
