Time,ECEF_velocity_Y
409.516,14.92
409.653,13.89
409.766,12.99
409.903,12.08
410.016,10.78
410.153,9.78
410.266,7.82
410.403,6.66
410.516,5.09
410.653,3.22
410.766,1.87
410.903,0.4
411.016,-0.98
411.153,-1.56
411.266,-1.9
411.403,-1.51
411.516,-1.26
411.653,-0.56
411.766,0.37
411.903,1.66
412.016,2.56
412.152,4.57
412.266,6.38
412.402,8.23
412.516,9.5
412.652,11.49
412.766,12.84
412.902,14.43
413.016,15.87
413.152,17.04
413.266,18.18
413.402,19.94
413.516,21.17
413.652,22.39
413.766,23.67
413.902,24.47
414.016,24.88
414.152,25.29
414.266,25.3
414.402,25.34
414.516,25.26
414.652,24.84
414.766,24.44
414.902,23.99
415.016,23.26
415.152,22.71
415.266,22.23
415.402,21.55
415.516,21.03
415.652,20.11
415.766,19.72
415.902,19.3
416.016,18.97
416.152,18.43
416.266,17.59
416.402,16.59
416.516,15
416.652,13.74
416.766,12.52
416.902,11.42
417.016,10.31
417.152,8.73
417.266,7.3
417.402,5.38
417.516,4.2
417.652,2.96
417.766,0.89
417.902,-0.73
418.016,-2.51
418.152,-3.27
418.266,-3.73
418.402,-4.7
418.516,-5.42
418.652,-6.54
418.766,-7.48
418.902,-8.31
419.016,-9.01
419.152,-10.03
419.266,-11.81
419.402,-12.55
419.516,-12.97
419.652,-12.7
419.766,-12.7
419.902,-12.31
420.016,-11.74
420.152,-10.94
420.266,-10.05
420.402,-9.31
420.516,-8.59
420.652,-7.88
420.766,-7.24
420.902,-6.76
421.016,-6.59
421.152,-7.05
421.266,-7.86
421.402,-8.52
421.516,-9.26
421.652,-10.23
421.766,-11.1
421.902,-12.08
422.016,-12.86
422.152,-13.72
422.266,-14.29
422.402,-14.89
422.516,-15.1
422.652,-15.3
422.766,-15.24
422.902,-15.03
423.016,-14.8
423.151,-13.65
423.266,-12.36
423.401,-11.36
423.516,-9.72
423.651,-8.48
423.766,-7.59
423.901,-7.01
424.016,-6.11
424.151,-5.3
424.266,-4.64
424.401,-3.2
424.516,-2.09
424.651,-0.61
424.766,1.48
424.901,3.46
425.016,6.36
425.151,8.77
425.266,10.88
425.401,13.36
425.516,15.12
425.651,17.47
425.766,18.84
425.901,20.54
426.016,21.79
426.151,23.16
426.266,24.11
426.401,24.97
426.516,24.89
426.651,24.21
426.766,23.34
426.901,22.51
427.016,22.31
427.151,20.99
427.266,20.08
427.401,18.65
427.516,16.96
427.651,15.58
427.766,13.72
427.901,11.87
428.016,9.06
428.151,7.34
428.266,4.46
428.401,1.92
428.516,-0.86
428.651,-2.94
428.766,-5.46
428.901,-7.3
429.016,-9.08
429.151,-10.81
429.266,-12.42
429.401,-13.34
429.516,-14.31
429.651,-15.18
429.766,-15.93
429.901,-16.51
430.016,-17.01
430.151,-17.44
430.266,-17.79
430.401,-18
430.516,-18.22
430.651,-18.52
430.766,-18.87
430.901,-19.14
431.016,-19.39
431.151,-19.84
431.266,-20.28
431.401,-20.86
431.516,-21.46
431.651,-22.04
431.766,-22.87
431.901,-23.49
432.016,-24.27
432.151,-24.98
432.266,-25.52
432.401,-26.09
432.516,-26.46
432.651,-26.56
432.766,-26.68
432.901,-26.35
433.016,-25.86
433.151,-25.76
433.266,-25.22
433.401,-25.16
433.516,-25.23
433.65,-25.53
433.766,-25.09
433.9,-25.02
434.016,-24.87
434.15,-24.45
434.266,-23.96
434.4,-23.49
434.516,-23.01
434.65,-22.6
434.766,-22.12
434.9,-21.68
435.016,-20.61
435.15,-19.35
435.266,-18.13
435.4,-16.9
435.516,-15.55
435.65,-13.97
435.766,-12.13
435.9,-10.47
436.016,-8.64
436.15,-6.74
436.266,-4.73
436.4,-2.93
436.516,-1.5
436.65,0.29
436.766,0.95
436.9,1.59
437.016,2.32
437.15,2.54
437.266,2.31
437.4,2.3
437.516,2.22
437.65,2.18
437.766,2.04
437.9,1.93
438.016,1.79
438.15,1.72
438.266,1.66
438.4,1.62
438.516,1.78
438.65,1.73
438.766,1.86
438.9,1.79
439.016,1.83
439.15,1.84
439.266,1.97
439.4,1.77
